LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,label
20000,26,18194,19043,18451,19961,1446,0,1956,0,1
130000,24,10071,50961,44362,43359,46034,1800,1659,1200,0
50000,24,42207,43517,44330,45404,2000,1800,1800,1700,0
200000,25,149886,140541,96253,76131,5388,3300,2124,912,1
20000,25,0,0,0,0,0,0,0,0,1
20000,26,7072,1514,1898,2558,2,1198,1500,500,0
100000,26,3144,2949,4480,764,0,1795,0,13,0
170000,24,64142,54347,55677,59096,3000,3000,5000,10000,0
80000,22,48305,48823,41495,36733,1739,1701,1439,980,0
130000,26,1815,3520,727,-173,3532,857,1000,0,1
50000,26,50002,51190,47959,49099,2330,0,2470,1215,1
280000,26,25989,27052,28111,29138,1800,1800,1800,1500,0
130000,27,3359,-191,191,2898,0,382,2898,1900,0
150000,27,9377,11908,-5132,20710,11908,3038,42429,0,0
130000,23,0,0,0,0,0,0,0,0,0
30000,23,20194,24860,24180,25467,5000,0,2000,1500,0
50000,23,50933,50906,48560,49826,2400,2500,2608,700,0
120000,24,89240,87970,82837,73297,8000,3500,3500,3000,0
30000,24,28218,28704,30428,28914,2000,3600,0,1200,0
80000,25,69816,71257,72812,74305,2600,2700,2700,2800,0
80000,23,1178,2550,182,-2194,2550,1026,1350,4382,0
20000,23,15781,20124,19423,20140,5000,2000,1500,1000,1
80000,23,333,333,333,333,333,333,333,0,0
30000,27,25243,26261,29038,28289,1730,3500,0,1011,0
120000,26,6500,4899,6500,6825,4899,6500,6825,5635,0
110000,26,104804,107979,93600,0,4988,1872,0,0,0
70000,25,64822,61851,62007,38391,2502,2075,2000,1541,0
300000,25,0,9048,4040,0,9048,4040,0,1092,0
160000,25,5536,15041,15877,12311,15046,4055,6000,7000,0
150000,25,44552,43702,44798,44280,2022,2118,1800,1300,0
210000,47,2295,561,2607,3586,566,2617,3591,3680,1
20000,26,16976,17687,18894,19693,1300,1500,1250,451,0
240000,26,150886,141315,128940,124226,6537,6349,5834,3870,0
60000,25,995,7348,7242,6682,7353,2007,2011,2005,0
20000,25,7712,14042,14371,17963,6742,1100,4100,6,0
130000,25,136963,133293,133207,131578,0,6867,5660,3800,0
330000,25,118053,197622,25664,9461,198842,25000,9004,6000,0
50000,25,48294,48993,50702,49663,1805,2514,2475,0,1
110000,24,67729,64388,63447,65394,3000,3000,3000,2500,0
50000,24,44742,45737,46814,47978,1737,1814,1978,1733,0
90000,24,24179,0,0,0,0,0,0,0,0
130000,26,131336,123443,132517,133747,6000,12600,4900,5105,0
150000,26,92802,91166,99655,100000,7500,10000,2000,0,0
140000,27,515,0,0,0,0,0,0,0,0
150000,24,143212,137963,139520,99814,5500,5500,4500,3500,0
50000,26,48510,48217,25192,15741,1800,3000,1000,3041,1
40000,26,6223,7944,8961,3090,2000,1196,1000,1950,1
170000,27,164646,162671,166202,161973,7200,7500,6000,10000,0
60000,24,3485,2488,20956,22462,0,24419,2018,15000,0
200000,25,0,169,1192,1599,169,1192,1599,0,0
80000,25,-51,68779,70239,72556,72500,2564,3500,4000,0
100000,25,13201,14671,16120,18588,2000,2000,2786,0,0
170000,25,65531,64149,46188,42793,2019,2006,2002,788,0
140000,26,131863,136170,139270,137548,6500,6799,5100,3300,0
90000,26,70457,64479,31470,28996,2850,1900,1700,1000,0
70000,26,71993,71158,70557,37209,2851,3500,1500,1300,0
120000,26,80975,82069,83808,85414,4000,3061,3019,2987,0
60000,26,28768,29510,30389,24914,1524,1403,1500,908,0
150000,26,107506,108154,43027,4946,5109,1316,1004,104,0
50000,24,27172,28078,21165,1515,1390,1650,1000,0,0
80000,26,78627,46314,75145,76846,3000,50000,4021,3300,0
310000,27,60692,63668,68612,73441,4000,6000,6000,52000,0
50000,23,22939,23966,24939,23962,1413,1386,1399,876,0
20000,23,12483,15032,14506,15516,3071,0,1555,600,1
80000,24,4711,5737,8818,8471,1266,3347,0,173,1
180000,25,2654,-632,-632,-632,0,0,0,0,0
50000,23,40544,41098,28383,28937,2000,1500,1432,1004,0
70000,22,66505,67514,69038,69927,2501,3001,2608,1777,1
20000,25,17294,21821,21197,20400,4821,0,0,0,0
60000,24,28600,27073,27396,27499,0,1460,1439,1000,1
30000,25,25267,26353,25650,26416,1800,0,1500,1200,0
20000,24,2968,3980,5075,5979,1223,1318,1183,1000,1
280000,25,8574,10420,12211,12639,2000,2000,3000,10000,0
30000,25,0,1232,27287,27874,1232,31484,1444,1000,0
40000,26,26487,27255,26532,29089,1500,0,3000,200,1
130000,25,14351,10473,9429,10413,2000,3000,3000,4000,0
90000,25,44727,42751,43421,45878,2000,1851,3500,1519,0
260000,25,5008,10698,3863,56173,10698,3863,56006,5712,0
100000,26,123,123,123,123,123,123,123,123,1
50000,24,33879,35211,36263,37061,1900,1918,1700,1500,1
190000,24,54186,55466,57358,10890,2000,2700,1100,287,0
70000,22,32845,31377,31420,30940,3100,6000,1125,1300,0
50000,26,49855,51099,51192,50895,4100,3000,3500,1000,0
40000,26,37423,40742,38582,39478,3967,0,1858,1500,0
200000,26,203025,201474,158869,145723,10010,10000,7000,6000,0
100000,26,0,0,0,0,0,0,0,0,0
220000,26,1534,3524,2130,7510,3524,2130,7521,1117,0
200000,27,14753,3670,5865,1303,3670,5865,1303,4579,0
50000,27,1884,570,180,2672,570,0,2672,3101,0
360000,27,1189,-11,-11,-11,0,0,0,0,0
170000,25,8046,6130,3653,32511,1085,1000,32517,1023,0
250000,26,28507,138894,131031,83674,129565,10000,3011,3000,0
80000,26,76540,81373,79496,78641,8000,0,3300,2000,0
110000,23,19980,20683,21654,21998,2500,2000,1400,2000,0
20000,23,10513,3367,444,20444,1000,444,20000,600,0
20000,25,11202,12228,12738,11207,1500,1005,0,511,1
60000,24,29832,18628,15069,15761,1538,1308,1000,118,0
170000,24,19103,14434,160153,160823,3000,157541,8020,5260,0
150000,24,66731,64787,38948,24707,3000,3125,2065,307,0
210000,24,973,4197,1772,7293,4224,2631,8132,1563,0
230000,25,10379,7835,8926,13283,2255,8926,5291,20060,0
160000,25,1532,0,465,1791,0,465,1792,33,0
150000,25,38494,38667,32794,30786,1516,1693,2007,1007,0
210000,26,4341,402,11305,1368,402,11401,1368,2684,0
300000,28,603,4728,0,0,4747,0,0,0,0
340000,27,7453,2928,1564,7726,2942,1586,7742,1300,0
150000,24,2901,0,0,0,0,0,0,0,1
50000,25,8481,2158,3359,2158,1000,3359,1000,2470,0
160000,27,717,3265,5105,3326,3269,5109,3328,5494,1
50000,25,40067,43099,42133,43127,4000,0,2000,1800,1
70000,25,5412,5177,6291,9085,0,1206,3000,185,1
120000,25,79108,46864,75624,42754,3000,30000,5200,15000,0
200000,25,-3,773,0,1107,776,0,1107,586,0
50000,25,20123,19184,16834,15970,2880,0,1166,452,0
310000,26,27638,24020,25223,25555,1393,1596,1447,93,0
50000,24,27890,27788,19742,20672,2000,2000,1600,1000,0
300000,24,2892,4009,4725,2595,4039,4751,2600,2110,0
160000,25,156753,153392,143297,140984,10000,8000,7000,5000,0
90000,25,67004,65533,67475,69136,3000,3000,3000,2000,0
160000,25,116744,94894,97589,78487,4000,4500,3000,3000,0
500000,25,119193,163856,170201,162212,70005,10051,6119,7303,0
390000,26,0,280,0,0,280,0,0,0,0
320000,26,320983,319377,319368,305308,14000,14033,14008,7000,0
50000,26,3655,-1,-1,-1,0,0,0,0,0
200000,27,777,14893,5635,7518,15103,5652,7529,13226,0
90000,27,4403,1995,300,0,1000,300,0,0,0
360000,27,12389,-5,1145,1169,0,1150,1174,0,0
180000,27,264,264,264,264,264,264,264,264,0
60000,24,9970,7699,9479,10213,1020,9479,1000,200,0
250000,24,0,0,19449,20623,0,19449,1500,1000,1
20000,25,15312,2846,0,0,3000,0,0,0,0
10000,24,5707,6728,7865,7105,1123,1260,1500,1470,0
110000,24,9334,108868,96998,94480,100082,4200,0,3000,0
150000,25,69333,2299,5290,17205,3401,5294,17211,14635,0
160000,25,154365,130024,153258,29975,7000,29000,1200,69364,0
30000,25,13785,13272,14310,16059,0,1560,2300,0,0
30000,24,29492,29697,30737,27808,1000,3513,0,1155,0
280000,26,4664,1578,646,3689,1578,646,3689,560,0
120000,28,0,780,390,0,1170,0,0,762,0
360000,27,115730,102973,96363,85616,4371,5438,3415,2430,0
80000,27,42037,43134,44223,43032,2100,2100,2000,2293,0
310000,27,83756,86353,90960,89993,4000,6000,3000,3000,0
80000,27,390,390,390,390,390,390,390,390,0
180000,28,171237,172787,174667,176618,8000,7000,7000,5010,0
130000,26,11149,3150,8552,5459,3160,8591,5463,2855,0
70000,24,66380,68083,50822,31179,4000,3012,5000,2000,0
400000,24,14925,12559,3926,500,5000,3926,500,1236,0
20000,22,19849,15995,16572,15556,0,4000,1238,4500,1
30000,23,4242,3891,1005,5308,3915,1005,5308,8443,0
80000,25,0,9000,380,0,9000,380,0,0,0
150000,26,11474,15023,17467,19789,5001,3000,2616,1000,0
20000,24,5103,3773,10132,4818,3773,10139,4830,0,0
20000,25,1983,326,3242,1206,326,3242,1206,326,0
150000,26,15079,5018,6701,54574,5018,6701,54579,983,0
60000,27,41546,45025,38840,31965,5845,2000,1812,1037,0
320000,27,120158,122307,112144,107318,6000,5000,5333,5000,0
80000,27,725,2959,1838,2899,2968,1838,2899,1376,0
130000,25,123945,127883,133400,0,6000,9000,0,0,0
400000,24,187790,176294,190256,89128,5519,44776,1502,2026,0
20000,25,15810,15947,6012,5689,1249,1125,1000,92,0
60000,24,6686,1049,14020,4880,1049,14020,4880,2233,0
80000,24,47952,45713,46752,46375,1732,1771,1714,1632,0
50000,24,14345,16927,16366,17380,2836,0,1289,785,1
20000,25,14785,15262,17650,19311,3000,2650,2000,1000,0
100000,25,99203,97294,99377,101577,3485,3654,3900,3729,0
80000,25,45031,47087,48833,47750,3100,2800,0,4000,1
140000,25,2555,4502,6259,7115,2000,2000,1000,1020,1
110000,25,103135,99731,101945,82873,4800,5000,4000,3000,0
350000,27,83415,76562,64995,61464,4000,3312,4050,1165,0
60000,27,-215,-215,-215,-215,0,0,0,13825,0
50000,24,43878,42490,36540,16077,2068,2065,1246,450,1
210000,26,107948,107525,108971,96011,5407,9145,12,3004,0
50000,25,33831,34763,41674,15066,2000,10003,5001,10032,0
80000,25,74180,75296,74792,75825,3500,4000,3400,4000,0
30000,26,22364,23732,30699,29727,1753,8500,9,700,1
150000,26,153070,149027,151632,151855,6000,6000,7000,5480,0
20000,26,1000,8930,0,0,8930,0,0,0,0
270000,26,0,0,6336,0,0,6336,0,0,0
50000,27,41126,42244,43264,43751,2100,2000,1500,2000,1
380000,27,118624,118871,120550,550,3700,3011,550,100,0
60000,28,23518,25542,27649,29718,2700,2800,2800,1200,0
50000,26,31336,32320,33408,32577,1800,1900,0,2600,1
120000,26,9267,29600,1980,0,29600,1980,0,0,0
260000,26,1608,19948,20330,21369,29447,1000,1700,2000,0
190000,26,51799,50667,52175,51159,0,2500,0,4308,0
50000,26,16785,17801,18911,20090,1600,1700,1800,875,0
80000,26,4301,0,0,2883,0,0,2883,1856,0
110000,26,1687,400,300,922,400,300,922,3509,1
50000,26,28795,28506,26868,27059,1500,1800,1400,1000,0
150000,27,35688,14736,36490,3125,14820,36672,3232,7641,0
50000,27,780,390,390,780,0,390,780,0,1
80000,25,83931,82122,81028,81331,3500,3820,3220,4010,0
20000,24,22515,24146,25374,19075,2000,2024,2000,1005,0
200000,24,225931,229787,233553,206398,8271,8182,6576,5073,0
80000,25,746,4824,690,6097,4830,0,6097,0,0
70000,25,33390,34832,35472,38369,2000,1500,3500,5300,1
280000,26,189748,192338,195598,188878,6300,5700,5620,5000,0
160000,26,2454,3488,4443,0,1083,1038,0,0,0
90000,26,86183,87561,92996,89866,4100,8548,0,1527,0
200000,27,10603,0,2500,2500,0,2500,0,0,0
150000,28,0,382,0,0,382,0,0,0,0
80000,27,78933,78244,81584,78795,3400,6900,0,2800,0
390000,28,249265,253883,250654,253336,8903,9300,9402,10343,0
190000,28,4639,4718,5610,7300,1100,1610,2310,2000,0
240000,28,8451,1419,37307,1086,1419,37307,1086,1494,0
200000,29,5612,28352,6282,5906,25004,6282,5911,6000,0
130000,29,1451,1175,2751,2995,1175,2751,2995,2018,0
100000,29,118008,116686,113939,111079,5614,5600,5500,4500,0
190000,29,4460,5531,20867,12895,5537,20879,12895,0,0
90000,29,84515,85777,86778,79424,4200,4000,3100,2000,0
20000,27,6294,2388,4087,4339,1500,1748,500,0,1
90000,26,50200,49092,53295,53826,0,5000,2000,2200,0
90000,26,86335,88520,90311,91431,4500,4100,3500,3800,0
80000,27,74250,76895,79548,80280,4500,4500,3000,0,0
40000,28,31131,33815,33002,32173,3500,0,0,3000,0
50000,22,25561,26951,26570,28085,2134,1000,2001,910,0
150000,25,78823,80514,87096,84806,3000,7900,0,3300,0
200000,27,0,127,133,386,127,133,386,400,0
20000,27,15939,17171,18005,1822,1500,1200,2000,0,0
160000,27,27058,28173,21159,20018,3173,1459,2018,1761,0
80000,28,79688,78165,68579,50312,2800,2398,2000,2000,0
30000,22,28681,27862,27365,28038,1850,1700,1300,800,0
50000,23,2332,0,0,0,0,0,0,0,0
310000,25,191767,185445,188255,187384,6612,8321,7022,6021,0
50000,26,8056,5997,5602,6478,1500,1500,1011,1000,1
200000,26,41906,17969,29789,11740,18089,30223,42749,27124,0
20000,22,15499,16505,35110,19495,1270,1320,2260,784,1
30000,22,0,0,0,0,0,0,0,0,0
20000,23,1174,1283,0,2616,1283,0,2616,600,1
50000,22,28544,28681,23306,16282,1450,1400,1300,400,0
230000,28,24867,24437,3900,870,4300,3900,870,0,0
130000,29,430,430,230,630,430,230,830,430,0
500000,29,14217,33651,33134,34571,20000,18000,20000,20000,0
200000,29,78201,80895,82692,86305,4000,4000,5000,5000,0
110000,29,7397,-18,-18,-18,2000,0,0,0,0
230000,30,6168,5951,8698,8398,0,3000,0,2500,0
80000,30,36968,390,0,0,390,0,0,19688,0
20000,27,4734,0,0,0,0,0,0,0,1
120000,27,15234,8247,9624,20129,1137,1514,1069,278,1
200000,27,0,0,0,0,0,0,0,3012,0
70000,28,16030,15502,12637,11204,1500,3000,0,2000,0
230000,28,33057,33698,36652,38421,1500,4767,3000,3092,0
60000,28,60718,60791,46345,44425,2258,0,1573,800,0
60000,28,48322,51587,52664,53059,4692,2500,2000,0,0
360000,28,9278,6198,5154,2453,6213,1025,2465,572,1
100000,25,62665,63694,65169,66501,2300,2500,2500,2500,0
240000,25,0,587,0,2417,587,0,2417,0,0
130000,25,1990,0,0,0,0,0,0,0,0
130000,25,3148,1574,0,0,5,0,0,12677,1
50000,25,37014,36128,36317,37401,1900,2000,2000,2000,0
150000,26,69716,72156,70507,59123,5211,111,2371,0,1
300000,28,0,0,0,0,0,0,0,0,1
200000,28,18134,18410,1213,9095,18410,1297,9113,18393,0
320000,28,4392,11684,1127,1943,11700,1135,1952,13375,0
160000,27,0,0,0,980,0,0,980,0,0
210000,26,186544,188366,173694,163481,8102,7798,12246,5268,0
70000,25,37017,39980,39063,41592,3900,0,3500,0,1
250000,25,25823,26114,27446,28371,1500,1575,1500,1000,0
130000,27,58811,44572,10348,104698,1500,2753,110094,3002,0
30000,27,10562,12873,14371,13843,2500,2000,0,2000,0
210000,27,161055,156712,157087,177934,6000,7000,8000,6574,0
170000,27,173577,171480,171794,166637,6500,7100,6100,6000,1
100000,28,30884,29770,30485,32434,0,1825,3100,1300,0
50000,28,41468,40507,41464,35334,0,1970,1827,1044,0
130000,27,49964,50000,0,0,1000,0,0,0,0
30000,26,27110,27460,29710,29452,1455,3623,2000,1038,1
130000,30,148234,144330,147035,136542,5200,11700,0,10000,0
70000,26,46222,47650,48867,47808,2500,2300,2300,2000,0
210000,26,23245,8487,17950,18915,3487,10000,2000,1000,0
170000,25,70326,71919,68356,68724,3100,3626,2500,2450,0
420000,28,7880,4623,64513,65592,1010,64513,2420,1473,0
80000,26,42972,44210,42418,43410,2000,2100,2000,2000,0
150000,26,37636,27448,29890,390,27603,29890,21890,257,0
200000,26,73508,73303,71674,12701,3100,2548,2050,3006,0
70000,26,42053,41087,42445,45020,0,2007,3582,0,1
90000,26,87606,91430,88705,65632,7063,7,2054,1800,1
130000,27,60032,54921,55055,54804,0,2000,6844,0,0
360000,28,12393,3434,79795,49160,3445,80401,32083,2907,0
260000,28,181121,167875,171913,169495,7013,10051,10026,7039,0
160000,28,11832,100542,88118,65032,100000,10000,6749,586,0
20000,28,1424,10094,15018,15991,10094,10000,1549,3000,0
140000,28,96008,98017,99961,101123,4500,4400,3700,0,1
200000,29,9283,0,780,2220,0,780,2220,0,0
200000,29,46139,59923,44974,30844,30000,1300,2000,1000,0
120000,28,120154,122674,123155,120267,6010,6108,5831,4700,0
210000,29,52143,53182,54331,55827,2500,2600,3000,3000,0
50000,23,37586,38866,19240,20256,2000,1322,1338,1000,1
80000,23,80457,82885,80495,78027,4350,0,2350,1048,1
60000,23,56250,54971,55079,55525,2000,2100,2000,2000,0
50000,24,44159,41904,46174,40675,5000,5000,2000,0,0
50000,25,26509,27521,30001,29187,1757,3237,0,2300,0
70000,25,53742,52281,55981,54484,0,4545,0,5500,0
80000,25,50120,49013,50051,51123,0,1828,1900,1900,1
50000,25,9587,6583,3243,1691,1200,1000,1700,0,1
30000,25,5285,4053,1405,3844,0,1405,3427,0,1
300000,26,0,0,0,0,0,0,0,0,0
240000,26,2335,2335,0,4670,2335,0,4670,0,0
140000,26,75000,0,0,0,0,0,0,51571,0
30000,27,25552,26135,27407,29002,1800,2000,2500,1500,0
70000,29,11502,11009,13997,6832,2000,4037,2000,0,0
220000,29,217345,100501,74430,64485,4030,4000,4492,1000,0
230000,29,33511,34892,31917,33361,2000,1600,2000,1500,0
20000,29,13958,15016,16069,16776,1600,1600,1278,620,0
130000,25,11446,12562,12075,15844,1600,0,4300,0,0
60000,26,60455,61417,60906,45734,3200,2400,12,3200,1
200000,26,22737,12169,14328,16222,3000,6000,3000,2003,0
310000,26,11566,9532,10687,12754,3010,5002,4008,5000,0
240000,26,210437,212486,205728,205275,9016,10000,9000,6600,0
200000,26,2318,7298,0,0,7478,0,0,0,0
440000,27,197019,182336,182617,166031,6040,12538,5047,10522,0
180000,27,16996,9049,9744,8907,1249,1144,1907,557,0
300000,29,25370,18078,21245,36737,21250,23005,35012,25000,0
160000,30,17357,4747,4500,32468,2250,0,32468,2000,0
160000,30,151270,153276,155301,155152,6000,6085,12534,0,0
230000,30,1855,187,6254,16549,0,6270,14085,6396,0
160000,30,74286,75151,77346,78921,2700,3400,3458,6300,1
200000,28,38783,62793,1286,1117,26286,0,1117,1117,0
240000,29,66473,46296,36751,35625,8000,2002,1600,2000,0
420000,29,52898,16200,0,0,3000,0,0,0,0
210000,30,390,390,390,390,390,390,390,980,0
220000,28,157215,161006,165222,168145,6502,8100,8200,6000,0
200000,28,1878,576,4251,1358,576,4251,1358,300,0
230000,28,0,0,233,233,0,233,0,20,0
250000,28,3731,4695,7604,2919,1000,3000,3000,0,0
80000,28,58784,55209,56626,56387,1970,2300,1352,700,0
80000,26,26158,27041,27797,5958,1623,5879,1000,11360,0
50000,26,6064,5432,6090,6626,0,1136,1062,339,1
20000,26,767,376,987,1119,376,987,1200,0,1
60000,27,54900,55948,55188,55960,1971,2000,2003,2003,1
50000,27,19410,22085,23435,22765,3000,2000,0,900,1
310000,28,8193,43012,36780,31372,43003,2107,1246,346,0
140000,29,58971,18772,20354,23409,7062,2354,3409,3440,0
220000,27,67028,32546,29814,31488,5332,5000,10238,5000,0
130000,27,0,0,0,0,0,0,0,0,0
300000,29,3438,28,342,25022,28,342,25081,0,0
140000,28,800,7937,9920,7078,7937,10132,7084,4,0
400000,29,1158,95,0,0,95,0,0,0,0
200000,30,38398,20693,27932,12585,0,15015,0,45031,0
150000,29,3305,0,0,1298,0,0,1298,359,0
420000,27,41354,45723,33124,31987,7004,9000,7000,5000,0
230000,26,18612,90523,86813,35695,90523,10000,5170,5000,0
210000,27,16186,16914,18288,19301,1300,1650,1620,700,0
120000,27,22225,1118,490,1433,1118,490,1433,0,0
50000,28,36917,38098,36700,37319,2100,2000,1700,1307,0
200000,28,59373,55040,54414,53504,6002,3008,2006,2045,0
180000,28,8689,6750,9893,2690,3000,3968,2690,0,0
30000,28,25344,26614,27878,29103,2000,2000,2000,1100,0
110000,29,113394,108142,109325,111264,5314,4398,4196,1857,1
50000,29,82843,85305,86152,56250,4000,4000,2257,2000,0
120000,29,103944,97248,99283,101935,0,4500,5200,4000,0
230000,29,33988,32803,32166,79780,2500,3007,51780,2025,0
80000,29,2801,0,21197,20400,0,21197,0,0,1
320000,29,2391,1550,802,302,1561,906,302,604,0
50000,29,46375,47479,49002,39422,1876,2399,1819,472,0
110000,29,104163,92199,85868,74198,3400,3706,3009,2400,0
150000,25,0,0,330,330,0,330,0,990,0
30000,26,2089,780,1152,780,780,1152,780,2678,0
80000,26,35220,38215,38598,40560,4000,5390,3000,1453,0
150000,26,83446,75067,64432,54848,3500,3000,2000,2000,0
270000,26,134235,62483,62134,61797,6000,2500,3000,7475,0
160000,26,118204,121695,125724,129157,6000,5030,6000,4000,0
150000,29,3737,4332,332,0,1000,332,0,664,0
170000,31,0,0,0,0,0,0,0,150,0
70000,31,72286,71602,72457,71058,2600,3500,3000,1000,0
210000,31,10968,12480,16919,11775,2000,6016,1000,1500,0
50000,30,31205,23646,24418,25938,2000,2000,2000,1500,0
70000,27,6851,2720,4885,11889,0,4885,11889,0,0
180000,28,0,652,0,326,652,0,326,2005,0
260000,27,208,208,208,208,208,208,208,208,1
50000,27,45632,42750,39776,33164,1837,2500,1390,2007,0
140000,27,142027,143536,141849,131491,7000,5341,4000,3500,0
100000,30,100963,99679,101023,93514,3700,3700,4148,6000,1
420000,29,82235,67757,53524,-8318,3000,3000,182,123000,0
300000,30,1943,105509,97979,94349,107000,5006,4500,3000,0
30000,25,28494,28139,27480,26960,1750,1804,1800,1000,1
150000,26,0,0,0,0,0,0,0,741,0
180000,26,182026,111563,78169,0,4500,10056,200,2354,0
330000,26,179887,182366,176396,171553,5289,5496,4721,4132,1
360000,26,1968,459,2500,0,463,2500,0,0,0
210000,27,542,22366,23816,24303,22366,1816,1303,0,1
90000,27,83840,81111,83081,60210,3200,3500,3000,2600,0
250000,28,28245,29468,31488,34060,2000,2500,3100,0,1
80000,24,12098,11607,14814,14163,0,3412,0,0,0
290000,27,109746,110359,108371,102628,4000,5000,6039,4000,0
280000,29,149312,152323,155568,158775,5500,5700,5800,5900,0
340000,29,11806,13535,18784,26069,10000,6000,23000,400,0
120000,29,111625,110488,107488,97021,4012,4000,5000,3000,0
110000,31,4061,2705,2487,2500,1205,2487,2700,2500,0
30000,22,20439,21664,18969,23317,1595,2000,5000,0,0
70000,24,34201,49800,26194,27454,1800,2000,2000,1500,0
20000,24,4983,-74,-74,749,0,0,823,0,0
80000,25,45109,44692,44308,43757,2100,2100,1954,1500,0
120000,25,17488,19002,20805,18271,3000,3000,0,961,1
500000,26,32637,35863,37860,42572,15943,27878,22572,17200,0
320000,27,180137,192621,178390,180346,17100,0,8000,7000,0
150000,27,346,21191,1339,0,21379,1339,0,0,0
190000,27,3902,4686,5459,6214,1000,1000,1000,1000,1
130000,29,0,0,0,0,0,0,0,0,0
70000,34,50488,47018,46871,41821,2200,2015,2000,1500,0
350000,30,856,187,375,187,187,376,187,243,0
210000,27,18430,19809,21482,23118,2000,2000,2000,1000,1
120000,27,85492,83567,78276,78971,3500,4326,3000,9000,1
130000,28,123943,126857,127706,121939,6500,6600,6000,3100,0
170000,27,43839,45502,46967,48872,2400,2200,3000,3000,0
100000,30,-602,-602,-602,-602,0,0,0,0,0
200000,28,140407,142965,188990,188742,8031,55015,5327,5505,0
270000,28,15167,841,9842,7931,845,9896,7977,17,0
30000,30,28534,27805,27090,26361,0,0,0,1200,1
160000,24,37030,17303,14742,16617,4060,6037,8528,7053,0
80000,26,69589,72802,77106,74420,5000,6100,0,3000,0
310000,26,27283,28286,29427,29548,1459,1600,1607,898,0
20000,23,14302,15748,16986,18656,2000,1500,2000,1000,0
80000,27,52652,53774,54909,56035,2000,2000,2039,2500,1
180000,28,390,1345,955,1565,1345,0,1000,1000,0
80000,29,64440,64685,64956,65183,3000,3000,3000,3000,0
140000,28,129925,131624,133763,133195,6200,6600,4225,3800,0
150000,26,117209,102018,79511,39800,3700,25007,2300,0,0
100000,27,21043,24372,23699,24794,4000,0,1794,2000,0
50000,27,0,45000,1000,4874,45000,1000,4874,500,1
200000,28,106519,107255,111522,114171,4000,6000,6000,5000,0
130000,28,98606,100143,50456,50000,4500,2500,1000,0,0
150000,29,6241,0,0,0,0,0,0,0,0
170000,30,165327,165627,165871,164606,7400,6328,5280,4300,0
180000,28,197231,194309,189981,185559,0,0,0,0,1
320000,28,23595,23906,22035,22015,2000,0,2007,1000,1
50000,28,4917,4693,6945,6651,0,2500,0,1000,0
50000,27,20762,22382,21343,14850,2000,1622,2013,500,0
80000,27,18094,6942,26855,23287,1034,27318,1407,429,0
100000,27,-6,995,896,697,2000,900,800,0,0
80000,23,50456,30342,27591,28166,1432,1476,1441,995,0
120000,26,3730,5006,4782,6041,1500,0,1500,1000,0
230000,31,49279,4646,5419,4379,4674,5449,4407,2455,0
60000,31,44912,11409,-61506,3859,144047,365,73000,415,1
220000,30,45346,42480,37160,29161,1947,2000,3776,606,0
80000,30,70540,66346,58421,47943,2485,2880,2269,1418,0
300000,28,0,0,0,0,0,0,0,0,0
400000,30,2912,2668,3222,21755,2668,3222,21755,500,0
50000,31,51036,50718,48853,48739,1762,2314,1200,1000,0
200000,30,4800,2040,5961,1829,2040,5961,1829,1652,0
120000,32,0,0,0,0,0,0,0,0,0
360000,31,15121,6656,6722,8605,5006,2000,4000,20000,0
220000,30,32357,30971,31277,23258,2000,1377,8011,165,0
280000,31,139998,140030,125214,126426,6084,5024,5020,5093,0
500000,31,-9,-9,-9,-9,0,0,0,1805,0
240000,31,167686,108246,111397,61650,3977,5000,3000,0,0
310000,30,296942,302778,299162,305251,12401,13000,13208,10000,0
200000,28,205683,196807,191752,178560,0,9025,8030,5639,1
260000,28,75841,69490,67107,28081,3008,2005,3036,5000,0
200000,28,171468,167214,180484,176111,0,16000,0,13000,1
180000,27,0,0,0,0,0,0,0,0,0
270000,27,24769,22546,21345,14852,4000,5000,0,10000,0
30000,28,6731,0,0,0,0,0,0,0,0
180000,28,300,340,-120,420,500,0,1000,500,0
340000,29,36533,33689,8108,19291,3000,3000,21000,20000,0
140000,28,108018,6500,6327,138485,1000,6327,135000,4700,1
180000,28,5930,5689,8414,8062,0,3000,0,200,1
150000,27,89302,90745,96314,87862,4200,8000,14,3000,0
110000,27,112938,113331,108567,110772,6000,5500,5500,4500,0
50000,28,1019,1672,836,836,1672,836,0,836,0
140000,28,7588,15557,18886,9476,17015,19030,10000,10000,0
360000,28,9626,11684,18144,57687,15023,18500,57697,11000,0
280000,29,99,0,0,0,0,0,0,0,0
310000,28,37085,23506,12191,13775,3817,1000,13775,12377,0
290000,28,24257,8723,6282,2440,2026,3814,2452,0,0
210000,28,5850,4388,3638,7489,4388,3638,7489,2684,0
210000,29,742,742,742,742,742,742,742,742,0
110000,29,600,600,600,600,0,0,0,0,1
50000,28,48211,41670,42710,43399,1971,2011,1700,1585,0
280000,28,269,4160,3590,274,4166,3607,275,5275,0
50000,28,45472,47923,46898,45849,3500,0,0,3500,1
120000,28,60188,58467,59760,60990,0,3000,3000,3000,1
80000,28,0,146,1000,2525,146,1006,2525,1504,0
50000,29,17250,8560,4725,8933,8560,1600,8933,11784,0
60000,28,4114,5875,7612,8826,2000,2000,1500,1600,1
