Selected,LoanNr_ChkDgt,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,DisbursementDate,DisbursementGross,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
0,3407203006,533110,10674,1989,120,4,1.0,0,0,0,0,10804.0,85000,0,85000,63750,0,0,0.75,0,3600,14404.0,0
0,3416675001,532120,18028,2009,120,24,1.0,24,24,0,1,18078.0,936000,0,936000,842400,0,0,0.9,0,3600,21678.0,0
0,3416953010,532230,10687,1989,84,3,1.0,0,0,0,0,10804.0,50000,0,60000,45000,0,0,0.75,0,2520,13324.0,0
0,3420716010,531311,17785,2008,92,40,1.0,10,30,1,1,17805.0,235000,211800,235000,176250,0,0,0.75,0,2760,20565.0,1
0,3421553002,532230,10693,1989,216,4,1.0,0,0,0,0,10712.0,115000,0,115000,86250,0,0,0.75,0,6480,17192.0,0
1,3423625006,531320,18032,2009,64,1,1.0,0,1,0,1,18048.0,25000,22990,25000,22500,0,0,0.9,0,1920,19968.0,1
1,3428834002,531210,14579,2000,120,5,1.0,0,0,1,1,14609.0,125000,0,125000,93750,0,0,0.75,0,3600,18209.0,0
0,3434656006,531390,17798,2008,240,4,1.0,6,0,1,1,17911.0,803000,0,803000,803000,0,1,1.0,0,7200,25111.0,0
1,3439963005,532120,10722,1989,24,3,1.0,0,0,0,0,10804.0,49500,0,49500,44550,0,0,0.9,0,720,11524.0,0
1,3444925001,531311,18049,2009,84,7,1.0,0,7,0,2,18109.0,50570,0,30000,15000,0,0,0.5,0,2520,20629.0,0
1,3446483001,532230,10734,1989,96,10,1.0,0,0,0,0,10804.0,50000,0,50000,45000,0,0,0.9,0,2880,13684.0,0
0,3456403003,532230,10750,1989,120,1,2.0,0,0,88407,0,10896.0,250000,0,250000,212500,1,0,0.85,0,3600,14496.0,0
1,3461963001,532112,10759,1989,300,12,1.0,0,0,0,0,10896.0,212000,0,212000,180200,0,1,0.85,0,9000,19896.0,0
1,3467915001,531210,18064,2009,84,1,1.0,2,3,0,1,18078.0,122049,0,50000,25000,0,0,0.5,0,2520,20598.0,0
0,3478233001,532230,10785,1989,84,10,2.0,0,0,0,0,10804.0,200000,0,200000,170000,1,0,0.85,0,2520,13324.0,0
1,3483623005,532230,10791,1989,240,16,1.0,0,0,0,0,10988.0,171000,0,171000,128250,0,1,0.75,0,7200,18188.0,0
1,3503115006,532230,18085,2009,102,2,1.0,1,2,0,1,18109.0,10000,9057,10000,9000,0,0,0.9,0,3060,21169.0,1
1,3529585005,531311,18099,2009,120,2,2.0,5,2,0,1,18109.0,10000,0,10000,9000,1,0,0.9,0,3600,21709.0,0
1,3536773009,532230,10857,1989,84,27,1.0,0,0,1,0,10896.0,125000,0,125000,112500,0,0,0.9,0,2520,13416.0,0
1,3539624001,532230,14627,2000,240,2,1.0,6,6,1,1,14775.0,180000,0,180000,180000,0,1,1.0,0,7200,21975.0,0
0,3549373006,532112,10871,1990,120,7,1.0,0,0,1,0,10988.0,550000,0,550000,465850,0,0,0.847,0,3600,14588.0,0
0,3560933009,532230,10889,1990,155,12,2.0,0,0,1,0,10988.0,230000,0,230000,195500,1,0,0.85,0,4650,15638.0,0
0,3565363003,532112,10892,1990,240,1,1.0,0,0,1,0,10988.0,270000,0,270000,229500,0,1,0.85,0,7200,18188.0,0
0,3573575010,531311,18122,2009,94,2,1.0,4,2,0,1,18202.0,435000,398632,435000,391500,0,0,0.9,0,2820,21022.0,1
0,3576054006,532230,14648,2000,120,2,1.0,2,2,1,2,14669.0,138000,0,138000,103500,0,0,0.75,0,3600,18269.0,0
0,3577605003,532490,18126,2009,120,23,1.0,0,22,0,1,18170.0,1500000,0,1500000,1350000,0,0,0.9,0,3600,21770.0,0
0,3577863008,532230,10903,1990,300,1,2.0,0,0,1,0,10988.0,120000,0,120000,108000,1,1,0.9,0,9000,19988.0,0
1,3588023009,532230,10909,1990,84,3,2.0,0,0,1,0,10988.0,115000,0,115000,103500,1,0,0.9,0,2520,13508.0,0
1,3594804010,531210,14658,2000,300,6,1.0,6,6,1,1,14700.0,348000,0,348000,261000,0,1,0.75,0,9000,23700.0,0
1,3606924009,531210,14669,2000,240,3,1.0,3,3,67219,1,14775.0,723000,0,750000,750000,0,1,1.0,0,7200,21975.0,0
0,3610274007,532230,14670,2000,110,5,1.0,0,5,1,1,14700.0,65000,62767,65000,52000,0,0,0.8,1,3300,18000.0,1
0,3617443006,532230,10923,1990,84,4,2.0,0,0,1,0,10988.0,80000,0,80000,72000,1,0,0.9,0,2520,13508.0,0
1,3620504008,532230,14676,2000,300,3,1.0,0,0,1,1,14730.0,480000,0,480000,360000,0,1,0.75,0,9000,23730.0,0
0,3622955003,531390,18149,2009,109,1,1.0,0,1,0,1,18170.0,7500,7277,7500,6750,0,0,0.9,0,3270,21440.0,1
0,3633394000,531210,14683,2000,52,6,1.0,0,6,1,1,14700.0,125000,103524,125000,93750,0,0,0.75,0,1560,16260.0,1
1,3634704010,532490,14683,2000,60,8,1.0,2,8,1,1,14730.0,75000,0,75000,37500,0,0,0.5,0,1800,16530.0,0
0,3635845004,532230,18156,2009,84,3,1.0,0,3,0,1,18170.0,25000,0,25000,22500,0,0,0.9,0,2520,20690.0,0
1,3637866010,532210,17890,2009,84,4,1.0,1,4,1,1,17928.0,200000,0,200000,150000,0,0,0.75,0,2520,20448.0,0
1,3639493000,533110,10931,1990,120,6,2.0,0,0,49952,0,11077.0,90000,0,90000,81000,1,0,0.9,0,3600,14677.0,0
0,3645504004,532490,14689,2000,120,10,1.0,0,10,1,1,14700.0,200000,0,200000,150000,0,0,0.75,0,3600,18300.0,0
0,3662833004,532230,10940,1990,300,5,2.0,0,0,1,0,10988.0,100000,0,100000,90000,1,1,0.9,0,9000,19988.0,0
1,3667935001,531390,18170,2009,300,8,1.0,2,8,0,1,18171.0,1556000,0,1556000,1400400,0,1,0.9,0,9000,27171.0,0
1,3674375008,532490,18172,2010,120,36,1.0,4,0,0,1,18322.0,504000,0,504000,453600,0,0,0.9,0,3600,21922.0,0
1,3674485006,531120,18172,2010,300,4,1.0,0,4,0,1,18263.0,872400,0,900000,810000,0,1,0.9,0,9000,27263.0,0
1,3685063001,532230,10947,1990,120,1,1.0,0,0,1,0,10988.0,60000,0,60000,54000,0,0,0.9,0,3600,14588.0,0
0,3685855005,531120,18178,2010,300,5,1.0,2,7,0,1,18178.0,580000,0,580000,522000,0,1,0.9,0,9000,27178.0,0
1,3686874006,531210,14711,2000,288,1,1.0,0,1,1,1,14730.0,225000,0,225000,168750,0,1,0.75,0,8640,23370.0,0
0,3691954000,531210,14713,2000,84,5,1.0,3,5,68905,2,14761.0,40000,0,40000,32000,0,0,0.8,0,2520,17281.0,0
0,3692764004,531210,14713,2000,306,13,1.0,12,13,1,1,14853.0,1000000,0,1000000,750000,0,1,0.75,0,9180,24033.0,0
0,3700544009,532490,14719,2000,84,55,1.0,10,55,1,1,14791.0,250000,0,250000,187500,0,0,0.75,0,2520,17311.0,0
0,3707624001,532490,14721,2000,240,13,1.0,0,0,1,1,14761.0,574000,0,574000,430500,0,1,0.75,0,7200,21961.0,0
0,3713265003,531120,18196,2010,300,2,2.0,2,2,0,1,18196.0,446800,0,446800,402120,1,1,0.9,0,9000,27196.0,0
1,3713444002,532230,14726,2000,120,5,1.0,0,5,1,1,14761.0,250000,0,250000,187500,0,0,0.75,0,3600,18361.0,0
1,3731403009,533110,10967,1990,96,4,1.0,0,0,1,0,10988.0,150000,0,150000,135000,0,0,0.9,0,2880,13868.0,0
0,3740825000,532490,18210,2010,300,1,2.0,9,0,0,1,18232.0,632100,0,632100,568890,1,1,0.9,0,9000,27232.0,0
0,3743105002,532412,18211,2010,300,12,1.0,0,12,0,1,18232.0,1177500,0,1177500,1059750,0,1,0.9,0,9000,27232.0,0
0,3743664010,532111,14746,2000,240,6,1.0,4,6,1,1,14866.0,129000,0,129000,129000,0,1,1.0,0,7200,22066.0,0
1,3750064005,532490,14749,2000,300,9,1.0,0,9,1,1,14791.0,675000,0,675000,506250,0,1,0.75,0,9000,23791.0,0
1,3754884001,532111,14753,2000,240,5,1.0,5,5,1,1,14791.0,183619,0,185000,138750,0,1,0.75,0,7200,21991.0,0
0,3762105008,531311,18219,2010,92,1,2.0,1,1,0,1,18219.0,5000,4331,5000,4500,1,0,0.9,0,2760,20979.0,1
0,3769225001,531312,18221,2010,300,32,1.0,0,32,0,1,18291.0,2000000,0,2000000,1500000,0,1,0.75,0,9000,27291.0,0
1,3769344006,532111,14762,2000,60,1,1.0,0,1,1,1,14791.0,25200,0,25200,20160,0,0,0.8,0,1800,16591.0,0
1,3769794001,531210,14762,2000,300,10,1.0,0,10,28236,1,14791.0,500000,0,500000,362700,0,1,0.7254,0,9000,23791.0,0
1,3775995005,531190,18221,2010,300,3,1.0,0,3,0,1,18263.0,1150000,0,1150000,1035000,0,1,0.9,0,9000,27263.0,0
1,3799445009,531120,18240,2010,300,2,1.0,0,2,0,2,18240.0,300000,0,300000,225000,0,1,0.75,0,9000,27240.0,0
1,3799974008,531210,14781,2000,303,2,1.0,0,2,1,1,14853.0,222000,0,222000,166500,0,1,0.75,0,9090,23943.0,0
1,3806565009,531390,18245,2010,84,5,1.0,0,5,0,1,18245.0,71015,0,25000,12500,0,0,0.5,0,2520,20765.0,0
1,3822635006,532111,18255,2010,84,20,1.0,2,20,0,1,18294.0,450000,0,450000,405000,0,0,0.9,0,2520,20814.0,0
1,3838315009,531210,18262,2010,91,0,1.0,2,0,0,2,18294.0,100000,96262,100000,90000,0,0,0.9,0,2730,21024.0,1
1,3850525005,531210,18274,2010,240,15,1.0,0,15,0,1,18322.0,327000,0,327000,294300,0,1,0.9,0,7200,25522.0,0
1,3856125004,531210,18276,2010,110,4,1.0,0,4,0,2,18322.0,200000,191431,200000,180000,0,0,0.9,0,3300,21622.0,1
1,3856633001,532230,11001,1990,300,2,2.0,0,0,1,0,11077.0,161000,0,161000,128800,1,1,0.8,0,9000,20077.0,0
1,3871605004,533110,18288,2010,300,3,1.0,0,3,0,1,18353.0,618000,0,618000,556200,0,1,0.9,0,9000,27353.0,0
0,3877874009,532412,14829,2000,180,3,2.0,2,5,1,1,14883.0,500000,0,500000,375000,1,0,0.75,0,5400,20283.0,0
1,3880754009,531210,14830,2000,300,2,1.0,5,2,1,1,14853.0,135000,0,135000,101250,0,1,0.75,0,9000,23853.0,0
1,3886835006,531311,18296,2010,60,13,1.0,8,5,0,1,18353.0,100000,0,100000,50000,0,0,0.5,0,1800,20153.0,0
1,3888604004,531110,14833,2000,300,26,1.0,0,26,1,1,14853.0,1344400,0,1344400,680857,0,1,0.506439304,0,9000,23853.0,0
0,3888614007,531110,14833,2000,300,26,1.0,0,26,1,1,14914.0,136500,0,136500,69129,0,1,0.50643956,0,9000,23914.0,0
0,3920905008,531311,18312,2010,300,10,1.0,0,10,0,1,18322.0,225000,0,225000,202500,0,1,0.9,0,9000,27322.0,0
1,3922125003,532490,18312,2010,120,150,2.0,0,150,0,1,18322.0,1665000,0,1665000,1498500,1,0,0.9,0,3600,21922.0,0
1,3924334004,531210,14853,2000,300,57,1.0,0,57,1,1,14944.0,193000,0,193000,144750,0,1,0.75,0,9000,23944.0,0
1,3926594005,531190,14854,2000,300,4,1.0,0,4,1,1,14883.0,126000,0,126000,94500,0,1,0.75,0,9000,23883.0,0
1,3941894010,532111,14865,2000,240,18,1.0,14,18,1,1,15265.0,619000,0,688000,688000,0,1,1.0,0,7200,22465.0,0
1,3949994010,532490,14868,2000,60,5,1.0,0,5,1,1,14944.0,64270,0,50000,25000,0,0,0.5,0,1800,16744.0,0
0,3950084005,532230,14868,2000,300,5,1.0,2,7,1,1,14883.0,594000,0,594000,445500,0,1,0.75,0,9000,23883.0,0
1,3957705000,533110,18332,2010,300,3,1.0,0,3,0,1,18383.0,250000,0,250000,225000,0,1,0.9,0,9000,27383.0,0
1,3966574004,531110,14878,2000,300,130,1.0,4,130,1,1,14914.0,1149000,0,1149000,749998,0,1,0.652739774,0,9000,23914.0,0
0,3972994008,531190,14880,2000,240,16,1.0,17,0,1,1,15020.0,577000,0,577000,577000,0,1,1.0,0,7200,22220.0,0
1,3973874009,532111,14880,2000,84,2,2.0,20,20,81800,1,14975.0,292500,0,500000,375000,1,0,0.75,0,2520,17495.0,0
1,3993184000,532230,14888,2001,120,3,1.0,0,3,1,1,14944.0,115400,0,115400,86550,0,0,0.75,0,3600,18544.0,0
1,3994224001,531210,14888,2001,300,1,1.0,0,1,1,1,14975.0,333000,0,333000,249750,0,1,0.75,0,9000,23975.0,0
0,3994354005,532230,14888,2001,8,5,1.0,0,0,1,1,14944.0,127500,32877,127500,95625,0,0,0.75,0,240,15184.0,1
0,4005344000,532292,14896,2001,114,2,2.0,2,2,1,1,14944.0,25000,0,25000,20000,1,0,0.8,0,3420,18364.0,0
1,4006704003,531210,14896,2001,300,10,1.0,0,10,1,1,14914.0,517500,0,517500,388125,0,1,0.75,0,9000,23914.0,0
0,4008534004,531120,14899,2001,306,6,1.0,0,6,1,1,14914.0,607000,0,607000,455250,0,1,0.75,0,9180,24094.0,0
0,4010084010,532291,14900,2001,106,14,1.0,2,16,1,1,14944.0,400000,279312,400000,300000,0,0,0.75,0,3180,18124.0,1
0,4014285004,531210,18358,2010,84,4,1.0,2,4,0,1,18358.0,35000,0,35000,31500,0,0,0.9,0,2520,20878.0,0
1,4015904006,531210,14902,2001,83,2,1.0,1,2,1,1,14914.0,92370,0,88000,44000,0,0,0.5,0,2490,17404.0,0
0,4033125008,531210,18368,2010,59,2,1.0,5,2,0,1,18368.0,69845,33862,35000,17500,0,0,0.5,0,1770,20138.0,1
0,4033834002,531311,14913,2001,240,47,1.0,4,0,1,1,15076.0,414000,0,414000,414000,0,1,1.0,0,7200,22276.0,0
0,4046455001,532299,18375,2010,99,3,1.0,4,3,0,1,18375.0,10000,9090,10000,9000,0,0,0.9,0,2970,21345.0,1
1,4049515001,532412,18379,2010,84,2,1.0,0,2,0,1,18383.0,50300,0,50300,25150,0,0,0.5,0,2520,20903.0,0
1,4050905008,531320,18379,2010,240,14,1.0,8,0,0,1,18548.0,215000,0,215000,215000,0,1,1.0,0,7200,25748.0,0
1,4063584000,532490,14928,2001,240,5,1.0,5,0,1,1,15020.0,163000,0,163000,163000,0,1,1.0,0,7200,22220.0,0
0,4064364006,531210,14928,2001,87,10,1.0,2,10,1,1,14975.0,100000,0,100000,80000,0,0,0.8,1,2610,17585.0,0
0,4065855009,531311,18388,2010,84,1,1.0,0,1,0,1,18414.0,135000,0,135000,121500,0,0,0.9,0,2520,20934.0,0
1,4066645007,531390,18388,2010,85,2,2.0,2,2,0,1,18388.0,5000,4146,5000,4500,1,0,0.9,0,2550,20938.0,0
1,4068395008,531312,18389,2010,84,14,2.0,20,34,0,1,18389.0,50000,0,50000,25000,1,0,0.5,0,2520,20909.0,0
1,4071123006,532230,11078,1990,84,2,2.0,0,0,1,0,11169.0,35000,0,35000,31500,1,0,0.9,0,2520,13689.0,0
0,4094194004,531210,14943,2001,240,15,1.0,5,15,1,1,15503.0,536000,0,536000,536000,0,1,1.0,0,7200,22703.0,0
1,4096914010,531320,14944,2001,240,3,1.0,5,3,1,1,15440.0,162000,0,188000,188000,0,1,1.0,0,7200,22640.0,0
0,4099894001,531210,14945,2001,240,7,1.0,3,4,1,1,15076.0,150000,0,250000,250000,0,1,1.0,0,7200,22276.0,0
0,4104884004,532412,14948,2001,240,5,1.0,5,0,1,1,15265.0,314000,0,338000,338000,0,1,1.0,0,7200,22465.0,0
1,4108754008,531210,14949,2001,36,4,1.0,0,4,1,1,15126.0,55000,0,55000,27500,0,0,0.5,0,1080,16206.0,0
1,4117364000,531210,14952,2001,36,3,1.0,3,3,1,1,15065.0,75000,0,75000,37500,0,0,0.5,0,1080,16145.0,0
0,4124225009,531311,18420,2010,104,4,1.0,0,4,0,1,18420.0,15000,13800,15000,12750,0,0,0.85,0,3120,21540.0,1
0,4129394006,532490,14957,2001,240,18,1.0,10,0,1,1,15076.0,440000,0,440000,440000,0,1,1.0,0,7200,22276.0,0
1,4129944005,532412,14957,2001,109,2,2.0,0,0,1,1,15352.0,229200,0,229200,171900,1,0,0.75,0,3270,18622.0,0
0,4130855006,531311,18423,2010,84,1,1.0,0,1,0,1,18475.0,158772,0,20000,10000,0,0,0.5,0,2520,20995.0,0
1,4131454010,532230,14958,2001,300,2,1.0,0,2,1,1,14975.0,125100,0,125100,93825,0,1,0.75,0,9000,23975.0,0
0,4138043001,532230,11123,1990,108,3,2.0,0,0,1,0,11261.0,200000,0,243000,206550,1,0,0.85,0,3240,14501.0,0
1,4141633002,532230,11126,1990,120,4,2.0,0,0,1,0,11169.0,90000,0,90000,72000,1,0,0.8,0,3600,14769.0,0
0,4143744000,532490,14963,2001,120,68,1.0,2,2,1,1,15006.0,1000000,0,1000000,750000,0,0,0.75,0,3600,18606.0,0
1,4149254007,531210,14965,2001,84,1,2.0,4,1,1,1,15065.0,100000,0,100000,80000,1,0,0.8,1,2520,17585.0,0
1,4152844008,532490,14966,2001,120,3,1.0,1,3,1,1,15065.0,100000,0,100000,75000,0,0,0.75,0,3600,18665.0,0
1,4157444005,531120,14972,2001,240,40,1.0,20,0,1,1,15321.0,635000,0,751000,751000,0,1,1.0,0,7200,22521.0,0
0,4158245002,531390,18451,2010,84,1,2.0,1,1,0,1,18451.0,29700,0,24700,12350,1,0,0.5,0,2520,20971.0,0
1,4158704002,531120,14972,2001,303,1,1.0,0,1,1,1,15006.0,1000000,0,1000000,750000,0,1,0.75,0,9090,24096.0,0
1,4180865007,532490,18469,2010,84,3,1.0,1,3,0,1,18506.0,205000,0,205000,153750,0,0,0.75,0,2520,21026.0,0
1,4188514005,532411,14983,2001,60,1,2.0,0,0,1,1,15034.0,30000,0,30000,25500,1,0,0.85,0,1800,16834.0,0
0,4193835008,531210,18479,2010,84,10,1.0,0,10,0,1,18479.0,250000,0,250000,125000,0,0,0.5,0,2520,20999.0,0
0,4196235000,531210,18480,2010,240,1,1.0,7,0,68905,1,18548.0,452000,0,452000,452000,0,1,1.0,0,7200,25748.0,0
0,4204565006,531390,18486,2010,120,1,1.0,1,1,0,2,18597.0,55000,0,55000,46750,0,0,0.85,0,3600,22197.0,0
0,4215914003,532291,14992,2001,300,6,1.0,0,6,1,1,15034.0,638000,0,701400,526050,0,1,0.75,0,9000,24034.0,0
0,4217814001,531210,14992,2001,84,1,2.0,8,8,69149,2,15034.0,80000,0,80000,68000,1,0,0.85,1,2520,17554.0,0
1,4220604009,532111,14993,2001,120,2,1.0,1,3,1,1,15006.0,220000,0,220000,165000,0,0,0.75,0,3600,18606.0,0
0,4220774003,531210,14993,2001,300,3,1.0,7,10,1,1,15006.0,306000,0,306000,229500,0,1,0.75,0,9000,24006.0,0
0,4223534007,532490,14993,2001,240,2,1.0,0,0,1,1,15095.0,322400,0,322400,241800,0,1,0.75,0,7200,22295.0,0
1,4231513005,532230,11199,1990,120,2,2.0,0,0,1,0,11261.0,150000,0,150000,120000,1,0,0.8,0,3600,14861.0,0
0,4234824006,531120,14998,2001,300,20,1.0,10,20,1,1,15126.0,750000,0,750000,562500,0,1,0.75,0,9000,24126.0,0
1,4242234006,532120,15000,2001,240,12,1.0,4,12,1,1,15111.0,249000,0,256000,256000,0,1,1.0,0,7200,22311.0,0
0,4255994010,532210,15005,2001,84,2,1.0,3,2,1,1,15399.0,250000,0,250000,187500,0,0,0.75,1,2520,17919.0,0
1,4270504001,532230,15008,2001,42,2,1.0,0,2,1,1,15034.0,30000,29979,30000,15000,0,0,0.5,0,1260,16294.0,1
1,4273613009,532230,11241,1991,96,10,1.0,0,0,1,0,11261.0,25000,0,25000,22500,0,0,0.9,0,2880,14141.0,0
1,4285465001,532490,18536,2011,84,24,1.0,0,24,0,1,18567.0,495000,0,495000,445500,0,0,0.9,0,2520,21087.0,0
0,4287575003,531120,18536,2011,300,6,1.0,0,6,0,1,18567.0,538000,0,551000,495900,0,1,0.9,0,9000,27567.0,0
1,4292174010,532292,15015,2001,300,10,1.0,0,0,1,2,15065.0,409500,0,409500,307125,0,1,0.75,0,9000,24065.0,0
0,4293395004,531312,18536,2011,300,14,1.0,0,14,0,1,18567.0,510000,0,510000,459000,0,1,0.9,0,9000,27567.0,0
0,4294993006,532230,11263,1991,120,6,2.0,0,0,88407,0,11534.0,200000,0,200000,170000,1,0,0.85,0,3600,15134.0,0
0,4297833010,532230,11267,1991,76,2,2.0,0,0,1,0,11353.0,60000,0,60000,54000,1,0,0.9,0,2280,13633.0,0
1,4298124007,532299,15018,2001,300,4,1.0,2,2,1,1,15065.0,222700,0,222700,167025,0,1,0.75,0,9000,24065.0,0
0,4300014009,531210,15019,2001,240,6,1.0,2,0,68905,1,15111.0,158000,0,158000,158000,0,1,1.0,0,7200,22311.0,0
1,4303093010,532230,11275,1991,84,1,1.0,0,0,1,0,11353.0,80000,0,80000,72000,0,0,0.9,0,2520,13873.0,0
0,4304753009,532230,11277,1991,120,2,2.0,0,0,88407,0,11442.0,210000,0,210000,178500,1,0,0.85,0,3600,15042.0,0
0,4310185003,531120,18548,2011,120,1,1.0,0,1,0,2,18567.0,500000,0,500000,450000,0,0,0.9,0,3600,22167.0,0
0,4312474004,532490,15021,2001,120,1,1.0,1,1,1,1,15034.0,254500,0,254500,190875,0,0,0.75,0,3600,18634.0,0
0,4314993004,533110,11291,1991,240,60,1.0,18,42,1,0,11702.0,619000,0,619000,619000,0,1,1.0,0,7200,18902.0,0
0,4316633005,532230,11295,1991,120,5,1.0,0,0,1,0,11353.0,50000,0,50000,40000,0,0,0.8,0,3600,14953.0,0
0,4316875010,531210,18550,2011,84,1,1.0,0,1,0,1,18550.0,150000,0,150000,135000,0,0,0.9,0,2520,21070.0,0
1,4330884002,532230,15029,2001,84,2,1.0,0,2,1,1,15065.0,99000,0,99000,84150,0,0,0.85,1,2520,17585.0,0
1,4331564002,532412,15029,2001,300,3,1.0,0,0,1,1,15065.0,330000,0,330000,247500,0,1,0.75,0,9000,24065.0,0
1,4332915009,531130,18561,2011,300,1,1.0,0,1,0,1,18567.0,512000,0,512000,460800,0,1,0.9,0,9000,27567.0,0
1,4334504001,531210,15032,2001,300,13,1.0,0,13,1,1,15065.0,157000,0,157000,117750,0,1,0.75,0,9000,24065.0,0
1,4335743009,532111,11324,1991,84,3,1.0,0,0,1,0,11442.0,75000,0,75000,67500,0,0,0.9,0,2520,13962.0,0
1,4336684002,532490,15033,2001,120,4,1.0,0,0,1,1,15065.0,455000,0,455000,341250,0,0,0.75,0,3600,18665.0,0
1,4348705010,531210,18569,2011,84,2,1.0,0,2,0,2,18569.0,12781,0,10000,5000,0,0,0.5,0,2520,21089.0,0
0,4350254009,532490,15039,2001,60,4,1.0,0,4,1,1,15065.0,35000,0,35000,17500,0,0,0.5,0,1800,16865.0,0
1,4352465002,531190,18571,2011,120,3,2.0,0,3,0,1,18597.0,90000,0,90000,81000,1,0,0.9,0,3600,22197.0,0
1,4358355005,531210,18575,2011,300,40,1.0,0,40,0,1,18575.0,271800,0,271800,244620,0,1,0.9,0,9000,27575.0,0
1,4358364001,531210,15041,2001,240,2,1.0,3,0,1,1,15139.0,181000,0,181000,181000,0,1,1.0,0,7200,22339.0,0
0,4365093005,532230,11358,1991,84,5,1.0,0,0,1,0,11442.0,140000,0,140000,126000,0,0,0.9,0,2520,13962.0,0
0,4378414000,532230,15050,2001,300,35,1.0,0,35,1,1,15095.0,333000,0,333000,249750,0,1,0.75,0,9000,24095.0,0
1,4386624004,531120,15055,2001,300,5,1.0,1,5,1,1,15095.0,311600,0,345000,258750,0,1,0.75,0,9000,24095.0,0
1,4387084010,532230,15055,2001,300,20,1.0,0,20,1,1,15095.0,254500,0,260000,195000,0,1,0.75,0,9000,24095.0,0
0,4388285009,531311,18592,2011,14,7,1.0,0,8,0,2,18597.0,285000,0,200000,100000,0,0,0.5,0,420,19017.0,0
1,4390174003,531210,15056,2001,300,6,1.0,4,2,1,1,15065.0,545000,0,545000,408750,0,1,0.75,0,9000,24065.0,0
0,4399405003,532210,18598,2011,300,6,1.0,6,12,0,1,18598.0,2315000,0,2350000,2115000,0,1,0.9,0,9000,27598.0,0
0,4401163000,532112,11394,1991,300,2,1.0,0,0,1,0,11442.0,240000,0,240000,204000,0,1,0.85,0,9000,20442.0,0
1,4401814001,531120,15062,2001,300,50,1.0,0,0,1,1,15126.0,143000,0,143000,107250,0,1,0.75,0,9000,24126.0,0
1,4407474007,531210,15063,2001,240,2,1.0,0,2,1,1,15139.0,434000,0,434000,434000,0,1,1.0,0,7200,22339.0,0
0,4414993001,532111,11408,1991,31,1,2.0,0,0,1,0,11442.0,60000,5604,60000,54000,1,0,0.9,0,930,12372.0,1
1,4416943001,532120,11410,1991,84,9,1.0,0,0,1,0,11442.0,369000,0,369000,295200,0,0,0.8,0,2520,13962.0,0
0,4423534001,532490,15070,2001,84,3,2.0,1,3,1,1,15218.0,30619,0,50000,25000,1,0,0.5,1,2520,17738.0,0
1,4425524002,531210,15071,2001,240,600,1.0,40,0,69149,1,15475.0,1000000,0,1000000,1000000,0,1,1.0,0,7200,22675.0,0
1,4427065006,531210,18609,2011,63,1,1.0,3,4,0,1,18609.0,26289,23246,25000,12500,0,0,0.5,0,1890,20499.0,1
0,4429443003,532111,11427,1991,60,1,1.0,0,0,1,0,11534.0,288000,0,288000,244800,0,0,0.85,0,1800,13334.0,0
0,4440704006,531311,15077,2001,120,12,1.0,0,0,1,1,15126.0,270000,0,270000,202500,0,0,0.75,0,3600,18726.0,0
0,4453913002,533110,11455,1991,120,2,2.0,0,0,66450,0,11626.0,58000,0,58000,52200,1,0,0.9,0,3600,15226.0,0
0,4456624000,532412,15085,2001,108,2,1.0,0,2,1,2,15095.0,135000,0,135000,114750,0,0,0.85,0,3240,18335.0,0
1,4464183003,532230,11464,1991,180,13,1.0,0,0,88407,0,11992.0,150000,0,211900,180115,0,0,0.85,0,5400,17392.0,0
1,4467073000,532230,11465,1991,87,4,2.0,0,0,1,0,11718.0,183000,0,183000,150060,1,0,0.82,0,2610,14328.0,0
1,4472593008,532230,11472,1991,138,3,1.0,0,0,1,0,11534.0,89000,74525,89000,80100,0,0,0.9,0,4140,15674.0,1
0,4473693005,532230,11472,1991,84,3,1.0,0,0,1,0,11534.0,60000,0,60000,54000,0,0,0.9,0,2520,14054.0,0
0,4475644001,531210,15092,2001,300,1,1.0,0,1,1,1,15126.0,220000,0,220000,165000,0,1,0.75,0,9000,24126.0,0
1,4533573007,532230,11528,1991,120,2,2.0,0,0,1,0,11626.0,94000,0,94000,75200,1,0,0.8,0,3600,15226.0,0
0,4536444005,532412,15119,2001,120,3,1.0,1,2,1,1,15218.0,435000,0,435000,326250,0,0,0.75,0,3600,18818.0,0
1,4539873004,532230,11534,1991,240,8,2.0,0,0,1,0,11626.0,222280,0,265500,225675,1,1,0.85,0,7200,18826.0,0
0,4543243006,532230,11539,1991,240,7,1.0,0,0,1,0,11626.0,110000,0,110000,99000,0,1,0.9,0,7200,18826.0,0
0,4545633009,532230,11540,1991,272,10,1.0,0,0,1,0,11626.0,700000,0,700000,595000,0,1,0.85,0,8160,19786.0,0
1,4545634005,532412,15125,2001,120,9,1.0,15,9,1,1,15156.0,400000,0,400000,300000,0,0,0.75,0,3600,18756.0,0
0,4546324008,531210,15125,2001,304,5,1.0,0,5,1,1,15187.0,899000,0,899000,674250,0,1,0.75,0,9120,24307.0,0
1,4547313000,532230,11542,1991,84,25,1.0,0,0,1,0,11626.0,135000,0,135000,121500,0,0,0.9,0,2520,14146.0,0
