age,education,balance,housing,loan,campaign,previous,poutcome,label
66,secondary,10177,no,no,4,0,unknown,0
36,tertiary,490,no,no,8,1,failure,1
49,secondary,2576,yes,no,6,0,unknown,0
40,secondary,0,no,no,2,0,unknown,0
23,secondary,598,no,no,1,0,unknown,0
29,tertiary,15459,no,no,3,7,success,0
44,primary,271,yes,yes,1,0,unknown,0
54,unknown,2508,no,no,8,0,unknown,0
47,primary,320,no,no,2,0,unknown,0
33,tertiary,640,no,no,1,0,unknown,0
30,secondary,1772,yes,no,4,0,unknown,0
27,secondary,15,no,yes,1,0,unknown,0
49,tertiary,2370,yes,yes,1,2,other,0
27,secondary,201,yes,no,2,0,unknown,0
51,secondary,160,yes,no,1,1,failure,0
32,secondary,5,yes,yes,3,2,other,0
30,secondary,75,yes,no,1,0,unknown,0
33,secondary,4902,yes,no,1,0,unknown,0
27,primary,-79,yes,no,5,0,unknown,0
75,secondary,1341,no,no,7,0,unknown,1
37,secondary,490,yes,no,1,0,unknown,0
36,secondary,1521,yes,no,2,0,unknown,0
37,secondary,131,yes,no,2,0,unknown,0
35,tertiary,8,yes,no,4,0,unknown,0
32,secondary,-632,yes,yes,5,0,unknown,0
32,secondary,116,no,yes,2,0,unknown,0
35,primary,189,yes,no,1,0,unknown,0
31,primary,2,yes,yes,1,0,unknown,0
28,secondary,4229,yes,yes,2,0,unknown,0
27,secondary,54,yes,no,1,1,failure,0
22,unknown,549,no,no,1,0,unknown,0
35,primary,298,yes,no,2,2,failure,0
69,primary,579,no,no,1,0,unknown,0
37,tertiary,1467,yes,yes,1,0,unknown,0
45,secondary,0,yes,no,1,0,unknown,0
47,tertiary,109,yes,no,1,0,unknown,0
52,tertiary,-11,yes,no,4,0,unknown,0
33,secondary,90,yes,no,2,0,unknown,0
60,primary,493,no,no,4,0,unknown,1
33,secondary,1897,yes,yes,1,0,unknown,0
44,secondary,2403,yes,no,2,0,unknown,0
38,secondary,868,no,no,2,0,unknown,0
54,secondary,653,yes,no,1,0,unknown,0
32,primary,0,no,no,4,0,unknown,0
33,secondary,0,yes,yes,2,0,unknown,0
55,secondary,218,yes,no,2,0,unknown,0
51,primary,5050,no,yes,7,0,unknown,0
48,secondary,741,yes,no,1,0,unknown,0
37,secondary,1050,yes,no,3,0,unknown,0
33,secondary,-56,no,yes,5,0,unknown,0
30,primary,1,yes,yes,2,0,unknown,0
43,primary,-98,yes,yes,2,3,other,0
49,secondary,4667,yes,no,2,0,unknown,0
54,primary,541,yes,no,3,0,unknown,0
31,tertiary,7744,no,no,8,0,unknown,0
54,unknown,895,no,no,1,0,unknown,1
36,secondary,-129,yes,no,3,0,unknown,0
30,secondary,0,no,no,5,0,unknown,0
27,secondary,158,no,no,2,0,unknown,1
30,secondary,122,yes,no,1,0,unknown,0
30,secondary,673,yes,no,2,0,unknown,0
35,secondary,0,no,no,4,0,unknown,0
33,secondary,411,yes,no,1,0,unknown,0
43,primary,-97,yes,yes,4,0,unknown,0
41,secondary,-217,yes,no,1,3,other,0
41,tertiary,5037,no,no,9,5,other,1
46,secondary,2232,no,no,1,0,unknown,1
54,secondary,-932,yes,no,1,0,unknown,0
32,tertiary,913,yes,no,1,4,failure,0
30,tertiary,236,yes,no,1,0,unknown,0
40,primary,0,yes,no,2,0,unknown,0
30,primary,2581,no,no,2,0,unknown,0
27,secondary,639,no,yes,3,0,unknown,0
41,primary,849,yes,no,1,0,unknown,0
54,secondary,386,yes,no,2,0,unknown,0
32,tertiary,1218,yes,no,2,0,unknown,0
31,tertiary,2603,yes,no,4,0,unknown,1
42,secondary,-921,yes,no,2,0,unknown,0
48,primary,607,no,no,2,0,unknown,0
34,primary,79,yes,no,2,0,unknown,0
55,secondary,61,yes,yes,3,0,unknown,0
49,secondary,1091,no,no,2,0,unknown,0
46,tertiary,743,no,no,2,0,unknown,0
47,unknown,209,yes,no,2,0,unknown,0
24,tertiary,172,no,no,2,0,unknown,0
58,secondary,2,no,no,1,0,unknown,0
32,tertiary,41,no,no,5,0,unknown,1
25,secondary,1116,yes,no,3,0,unknown,0
49,secondary,-55,no,no,3,0,unknown,0
59,secondary,5845,no,no,2,0,unknown,1
30,tertiary,329,yes,no,16,0,unknown,0
46,secondary,494,yes,no,1,0,unknown,0
42,unknown,1519,no,no,1,1,success,1
37,tertiary,2685,no,no,2,0,unknown,0
44,primary,-14,yes,yes,4,0,unknown,0
49,secondary,5673,no,yes,3,0,unknown,0
41,secondary,1459,no,no,1,0,unknown,0
48,tertiary,0,no,no,15,0,unknown,0
31,secondary,625,yes,no,1,1,failure,0
37,unknown,0,no,no,1,0,unknown,0
51,secondary,867,yes,no,2,3,failure,0
80,secondary,8304,no,no,1,12,failure,1
32,tertiary,151,yes,no,1,0,unknown,0
48,primary,-583,yes,no,7,0,unknown,0
49,tertiary,1784,no,no,1,0,unknown,0
30,tertiary,3134,yes,no,1,0,unknown,0
27,secondary,49,yes,no,2,0,unknown,0
34,secondary,-346,no,no,4,0,unknown,0
49,secondary,1623,yes,no,2,0,unknown,1
48,tertiary,60,no,no,2,7,failure,0
40,secondary,17,no,no,1,0,unknown,0
38,secondary,2008,yes,no,1,0,unknown,0
46,primary,91,yes,no,1,2,failure,0
41,tertiary,171,yes,no,1,4,failure,0
28,tertiary,1027,yes,no,1,0,unknown,0
51,unknown,5801,yes,no,2,0,unknown,0
33,primary,142,yes,no,2,5,failure,0
26,tertiary,205,no,no,1,0,unknown,0
34,secondary,852,no,no,2,0,unknown,0
27,secondary,-584,yes,no,2,0,unknown,0
42,secondary,97,no,no,2,0,unknown,0
45,secondary,204,yes,no,2,0,unknown,1
31,secondary,628,yes,no,2,0,unknown,0
32,tertiary,311,no,no,2,0,unknown,1
39,primary,1564,no,no,1,0,unknown,0
26,secondary,856,yes,yes,5,0,unknown,0
40,tertiary,1509,no,no,2,1,failure,0
52,secondary,-888,no,no,1,0,unknown,0
40,tertiary,226,no,no,2,0,unknown,0
48,secondary,127,no,yes,5,0,unknown,0
31,secondary,413,yes,no,1,0,unknown,0
27,secondary,710,yes,yes,1,2,success,1
47,secondary,1233,yes,no,1,2,other,1
28,secondary,171,no,no,1,0,unknown,1
40,tertiary,69,yes,no,2,2,failure,0
34,secondary,1499,yes,no,1,2,failure,0
29,tertiary,751,yes,no,2,0,unknown,0
36,tertiary,61,no,yes,2,0,unknown,0
83,primary,425,no,no,1,1,failure,1
55,primary,2923,yes,no,2,0,unknown,0
43,tertiary,99,no,no,3,0,unknown,0
23,secondary,1021,no,no,9,0,unknown,0
44,tertiary,1146,no,no,2,0,unknown,0
58,primary,781,yes,no,2,0,unknown,0
29,secondary,1448,no,no,1,7,other,0
30,tertiary,604,no,yes,1,0,unknown,0
29,secondary,-194,yes,no,1,0,unknown,0
41,secondary,0,no,no,1,0,unknown,0
35,primary,0,yes,no,3,0,unknown,0
31,secondary,1014,yes,no,4,0,unknown,0
27,tertiary,73,no,no,1,0,unknown,0
47,secondary,2597,yes,no,1,0,unknown,0
53,tertiary,2627,yes,yes,30,0,unknown,0
34,tertiary,1906,yes,no,3,0,unknown,0
34,primary,-319,yes,yes,4,0,unknown,0
36,tertiary,-296,yes,no,3,0,unknown,0
40,secondary,169,yes,no,4,0,unknown,0
37,tertiary,556,no,no,2,0,unknown,0
65,unknown,300,no,no,2,0,unknown,0
53,secondary,751,yes,no,4,0,unknown,0
28,secondary,126,no,no,1,0,unknown,0
33,tertiary,-386,yes,no,1,0,unknown,0
56,primary,379,no,no,5,0,unknown,0
45,secondary,706,no,no,2,1,success,0
39,secondary,9121,no,no,1,0,unknown,0
28,tertiary,1466,yes,no,1,0,unknown,0
36,primary,0,yes,no,2,0,unknown,0
41,primary,951,yes,no,4,0,unknown,0
46,secondary,368,no,no,1,4,other,1
41,secondary,121,yes,no,6,5,other,0
59,secondary,204,no,no,2,0,unknown,0
24,secondary,299,yes,no,1,1,failure,0
34,tertiary,4170,yes,no,1,0,unknown,0
40,primary,-335,yes,no,1,0,unknown,0
42,secondary,3165,yes,no,4,0,unknown,0
50,secondary,254,yes,no,2,1,failure,0
25,tertiary,553,yes,no,4,1,failure,0
51,secondary,518,yes,no,1,0,unknown,0
50,tertiary,85,no,yes,1,0,unknown,0
37,unknown,603,yes,no,2,0,unknown,0
21,secondary,361,no,no,1,1,other,0
52,secondary,-98,yes,no,1,0,unknown,0
55,primary,4424,no,no,4,0,unknown,0
26,secondary,2610,yes,yes,1,0,unknown,0
38,tertiary,3234,no,no,2,0,unknown,1
32,secondary,687,yes,no,1,0,unknown,0
31,secondary,631,yes,no,4,0,unknown,0
34,secondary,341,no,yes,1,3,failure,0
33,tertiary,316,no,no,3,0,unknown,0
35,secondary,2,no,no,3,0,unknown,0
44,unknown,415,yes,no,7,0,unknown,0
48,tertiary,507,yes,no,1,0,unknown,0
29,secondary,912,yes,no,1,0,unknown,0
50,tertiary,0,no,no,5,0,unknown,0
37,primary,37,yes,no,2,1,other,0
44,secondary,2524,no,no,1,0,unknown,0
36,tertiary,9019,yes,no,3,0,unknown,0
49,unknown,39,yes,no,5,0,unknown,0
31,secondary,0,yes,no,1,0,unknown,0
49,secondary,265,yes,no,6,0,unknown,0
35,secondary,0,yes,no,1,4,other,1
57,unknown,4012,no,no,1,0,unknown,0
42,primary,1520,yes,no,1,0,unknown,0
36,secondary,-140,yes,no,2,0,unknown,0
75,primary,852,no,no,1,0,unknown,0
38,secondary,578,yes,no,2,0,unknown,0
40,primary,0,yes,no,2,0,unknown,0
38,secondary,2253,yes,no,3,0,unknown,1
34,tertiary,1171,yes,no,1,0,unknown,0
29,tertiary,452,yes,no,1,0,unknown,0
28,secondary,-97,yes,no,1,2,success,0
79,secondary,4738,no,no,5,0,unknown,0
51,secondary,467,yes,no,1,0,unknown,0
32,tertiary,0,no,no,5,6,other,0
36,tertiary,495,no,no,3,2,success,1
38,secondary,157,no,yes,11,1,other,0
49,secondary,358,yes,yes,3,0,unknown,0
42,secondary,292,yes,no,3,0,unknown,0
43,primary,7343,yes,no,4,0,unknown,0
34,secondary,-563,yes,no,1,0,unknown,0
59,secondary,351,yes,no,5,0,unknown,1
35,primary,365,no,no,2,0,unknown,0
33,secondary,13494,yes,no,25,0,unknown,0
34,secondary,846,yes,no,2,0,unknown,0
64,secondary,1574,no,no,3,0,unknown,1
34,tertiary,-28,yes,no,1,0,unknown,0
77,tertiary,0,no,no,1,1,success,1
57,primary,2927,no,yes,5,0,unknown,0
30,secondary,501,yes,yes,1,0,unknown,0
56,primary,1238,no,no,1,0,unknown,1
49,unknown,301,no,no,2,0,unknown,0
73,primary,1388,no,no,3,3,success,0
39,secondary,102,yes,no,2,0,unknown,0
57,primary,13,yes,no,2,2,failure,0
32,secondary,413,yes,no,2,0,unknown,0
32,tertiary,4665,yes,no,2,0,unknown,1
45,secondary,638,yes,no,9,0,unknown,0
32,secondary,101,yes,no,4,0,unknown,0
31,tertiary,1224,yes,yes,2,0,unknown,1
49,secondary,1103,no,no,2,0,unknown,0
29,secondary,3748,no,no,3,0,unknown,0
55,secondary,955,yes,no,1,0,unknown,0
30,secondary,518,yes,no,1,0,unknown,0
45,primary,1893,yes,no,6,0,unknown,1
39,tertiary,14,no,no,2,0,unknown,0
36,secondary,-423,yes,yes,1,0,unknown,0
33,tertiary,3696,no,no,1,3,failure,0
36,tertiary,2987,yes,no,1,0,unknown,1
31,secondary,433,no,no,2,0,unknown,0
36,unknown,756,no,no,3,0,unknown,0
38,tertiary,0,yes,no,1,0,unknown,0
33,secondary,2727,no,no,3,0,unknown,0
40,secondary,93,yes,no,2,0,unknown,0
31,secondary,1766,no,yes,2,0,unknown,1
39,secondary,124,yes,no,5,0,unknown,0
33,tertiary,69,no,yes,2,0,unknown,0
53,secondary,0,no,no,2,0,unknown,1
38,tertiary,0,yes,no,5,2,failure,0
59,secondary,259,no,no,1,1,success,1
55,primary,4103,no,no,1,0,unknown,0
38,tertiary,744,yes,no,1,12,other,0
48,secondary,116,yes,no,4,0,unknown,0
53,secondary,70,yes,no,2,0,unknown,0
44,secondary,432,no,no,3,0,unknown,0
57,tertiary,1172,no,no,1,0,unknown,0
29,secondary,9,yes,no,3,0,unknown,0
31,secondary,428,yes,no,1,0,unknown,0
35,tertiary,7546,yes,no,1,3,failure,0
31,primary,620,no,no,1,0,unknown,0
35,tertiary,8647,no,no,2,0,unknown,0
40,secondary,192,yes,no,11,0,unknown,0
39,secondary,0,yes,no,1,2,failure,0
43,tertiary,27733,yes,no,7,0,unknown,0
44,primary,276,yes,yes,1,0,unknown,0
29,secondary,113,no,no,2,4,success,1
40,secondary,782,yes,no,2,0,unknown,0
33,primary,82,yes,no,2,0,unknown,0
46,tertiary,1008,no,no,13,0,unknown,0
27,tertiary,6421,no,no,4,0,unknown,0
26,secondary,443,no,no,3,0,unknown,0
41,secondary,351,yes,no,1,0,unknown,0
34,tertiary,5060,yes,no,21,0,unknown,0
39,tertiary,-41,no,yes,15,0,unknown,0
27,secondary,-124,no,no,1,0,unknown,0
31,secondary,79,yes,yes,11,0,unknown,0
44,secondary,3945,no,no,1,0,unknown,0
55,tertiary,197,no,yes,1,0,unknown,0
51,primary,837,no,no,2,0,unknown,0
50,tertiary,-94,no,yes,1,0,unknown,0
30,secondary,1743,yes,no,4,0,unknown,0
46,secondary,57,no,no,1,0,unknown,1
49,secondary,635,no,no,3,0,unknown,0
56,secondary,-113,yes,yes,2,0,unknown,0
47,secondary,225,no,no,4,0,unknown,1
30,secondary,124,no,no,2,0,unknown,0
36,secondary,475,no,no,3,0,unknown,0
40,tertiary,-7,no,yes,1,0,unknown,0
37,secondary,375,no,no,2,0,unknown,0
42,secondary,936,no,no,1,0,unknown,1
45,secondary,1415,yes,no,1,1,failure,0
34,secondary,0,no,no,2,0,unknown,0
27,secondary,3638,no,no,5,0,unknown,0
30,secondary,-99,yes,no,5,0,unknown,0
32,secondary,167,yes,yes,3,0,unknown,0
46,primary,19,yes,no,1,0,unknown,0
29,tertiary,242,yes,no,4,0,unknown,0
53,unknown,13,no,no,1,0,unknown,0
32,secondary,286,no,no,1,4,failure,0
49,secondary,769,yes,no,1,0,unknown,0
35,tertiary,93,no,no,2,1,other,0
38,secondary,1663,yes,no,3,1,failure,0
39,primary,238,yes,yes,1,0,unknown,0
34,secondary,2178,yes,no,1,0,unknown,0
42,primary,792,yes,yes,2,12,other,0
35,unknown,871,yes,no,3,0,unknown,0
60,secondary,1025,no,no,8,0,unknown,0
57,secondary,63,yes,no,1,0,unknown,0
31,secondary,16,no,no,1,0,unknown,0
29,secondary,417,no,no,1,0,unknown,0
41,secondary,3992,yes,no,2,0,unknown,0
46,primary,2749,yes,no,1,0,unknown,0
33,secondary,133,no,no,1,0,unknown,1
32,secondary,1721,yes,no,2,0,unknown,0
54,tertiary,2171,yes,yes,1,0,unknown,1
37,secondary,4760,yes,no,2,2,failure,0
32,secondary,2979,no,no,1,0,unknown,0
43,tertiary,690,yes,no,3,0,unknown,0
50,secondary,203,yes,no,1,4,other,0
34,secondary,322,yes,no,3,0,unknown,0
31,secondary,1210,no,no,1,0,unknown,0
43,secondary,634,yes,no,1,1,failure,0
49,secondary,273,no,no,1,0,unknown,0
22,unknown,47,no,no,3,0,unknown,0
35,tertiary,1100,no,yes,2,0,unknown,0
56,secondary,0,yes,no,2,0,unknown,0
53,secondary,0,no,no,4,0,unknown,0
54,tertiary,1544,no,yes,7,3,failure,0
32,unknown,6145,yes,no,1,13,failure,0
41,secondary,28,yes,no,1,0,unknown,0
40,secondary,1012,yes,no,1,0,unknown,0
33,primary,245,yes,yes,3,0,unknown,0
33,tertiary,1998,no,no,1,0,unknown,0
34,secondary,3990,yes,no,7,0,unknown,0
36,secondary,1328,yes,no,4,0,unknown,0
34,tertiary,412,yes,yes,1,0,unknown,0
55,primary,229,no,yes,3,0,unknown,0
28,tertiary,1562,no,no,4,0,unknown,1
29,secondary,3432,yes,no,2,0,unknown,0
31,secondary,144,yes,no,11,0,unknown,0
52,tertiary,1339,yes,no,5,0,unknown,0
54,unknown,386,no,yes,1,1,success,0
43,primary,7727,yes,no,8,0,unknown,0
55,secondary,204,no,no,13,0,unknown,0
28,unknown,101,yes,no,4,0,unknown,0
45,secondary,728,yes,yes,1,0,unknown,0
45,primary,2418,yes,no,1,0,unknown,0
51,tertiary,2934,yes,no,4,0,unknown,0
42,secondary,0,yes,no,4,0,unknown,0
43,unknown,181,no,no,1,0,unknown,0
34,tertiary,176,no,no,4,0,unknown,0
36,primary,49,yes,no,2,5,other,0
37,secondary,2023,yes,no,1,0,unknown,0
50,secondary,372,yes,no,1,0,unknown,0
42,unknown,7702,no,no,2,0,unknown,1
34,primary,464,yes,no,1,2,other,0
48,secondary,117,yes,no,1,0,unknown,0
47,secondary,104,yes,yes,2,0,unknown,0
40,tertiary,1041,yes,no,1,0,unknown,0
37,tertiary,539,no,no,2,3,failure,0
38,primary,0,yes,no,2,0,unknown,0
29,tertiary,406,yes,no,1,0,unknown,0
46,primary,2558,yes,no,1,1,other,0
26,secondary,484,yes,no,2,0,unknown,0
30,tertiary,3516,yes,no,4,0,unknown,0
42,secondary,5639,yes,no,2,0,unknown,0
42,tertiary,100,no,no,2,0,unknown,0
31,secondary,1306,yes,no,5,0,unknown,0
37,tertiary,815,yes,no,1,0,unknown,0
26,secondary,245,yes,no,11,0,unknown,0
54,unknown,191,no,no,2,0,unknown,0
70,secondary,2815,no,no,2,1,failure,0
29,secondary,3672,yes,yes,1,0,unknown,0
50,secondary,1572,yes,no,1,0,unknown,0
60,secondary,385,yes,no,1,0,unknown,0
32,secondary,29,no,no,2,0,unknown,0
32,secondary,84,no,yes,3,0,unknown,0
34,tertiary,876,yes,no,2,0,unknown,0
48,primary,1499,yes,no,7,0,unknown,0
25,tertiary,0,yes,no,1,0,unknown,0
32,secondary,6217,yes,yes,2,2,failure,0
32,primary,329,yes,no,1,0,unknown,0
47,secondary,162,yes,no,4,0,unknown,0
32,unknown,14533,no,no,3,2,success,0
49,tertiary,151,yes,no,3,0,unknown,1
53,secondary,-2,yes,yes,2,0,unknown,0
41,unknown,4684,no,no,6,0,unknown,0
47,tertiary,1149,no,yes,2,0,unknown,0
35,primary,11,yes,no,4,0,unknown,0
33,secondary,8004,no,no,3,0,unknown,0
49,primary,1019,yes,no,5,0,unknown,0
46,tertiary,1297,no,no,3,0,unknown,1
29,tertiary,415,yes,yes,4,0,unknown,0
58,primary,671,yes,no,3,0,unknown,0
40,secondary,2378,yes,no,1,0,unknown,0
34,tertiary,417,yes,no,1,0,unknown,0
60,primary,71,no,no,3,0,unknown,0
43,tertiary,1188,no,no,2,0,unknown,0
50,primary,8139,yes,no,6,0,unknown,0
33,secondary,249,yes,no,4,0,unknown,0
37,primary,689,yes,no,2,0,unknown,0
55,secondary,203,yes,no,5,12,other,0
45,primary,-183,no,yes,4,0,unknown,0
47,primary,3451,no,yes,2,0,unknown,0
58,secondary,116,no,no,3,0,unknown,0
36,secondary,1746,yes,no,1,1,failure,0
55,secondary,0,yes,no,2,0,unknown,0
31,secondary,897,yes,no,2,0,unknown,0
38,secondary,821,yes,yes,2,1,failure,0
42,secondary,130,yes,no,1,0,unknown,0
32,tertiary,1,yes,no,4,0,unknown,0
39,secondary,8,no,no,3,0,unknown,0
41,secondary,55,yes,no,4,0,unknown,0
59,primary,699,no,no,1,6,failure,0
42,secondary,759,no,no,1,3,failure,0
33,secondary,687,yes,no,2,1,failure,0
53,secondary,4968,no,no,1,2,failure,0
43,primary,1211,yes,no,3,0,unknown,0
39,tertiary,426,no,no,1,0,unknown,1
27,secondary,376,yes,yes,1,0,unknown,0
39,tertiary,12,yes,no,1,0,unknown,0
27,secondary,23,no,no,2,0,unknown,0
33,secondary,353,yes,no,2,0,unknown,0
29,secondary,330,yes,no,2,0,unknown,0
33,tertiary,0,no,no,2,0,unknown,0
41,secondary,353,no,no,2,0,unknown,0
38,tertiary,2273,yes,no,1,0,unknown,0
30,tertiary,0,yes,no,1,0,unknown,0
58,tertiary,744,no,no,1,0,unknown,0
37,secondary,608,no,no,3,0,unknown,0
36,secondary,356,yes,no,3,1,failure,0
45,primary,1291,yes,no,17,0,unknown,0
23,secondary,-306,yes,no,2,0,unknown,0
53,primary,306,no,no,3,1,success,1
44,primary,-312,yes,no,3,0,unknown,0
32,secondary,493,no,no,2,0,unknown,0
32,tertiary,71,yes,no,8,0,unknown,0
38,tertiary,669,yes,yes,2,0,unknown,0
47,primary,556,yes,no,2,4,other,0
34,secondary,84,yes,no,1,0,unknown,0
52,secondary,108,yes,no,12,0,unknown,0
45,secondary,-11,yes,no,1,0,unknown,0
50,primary,1164,yes,no,2,0,unknown,0
52,primary,-191,yes,no,1,0,unknown,1
37,secondary,132,no,no,2,0,unknown,0
51,secondary,2237,yes,no,1,0,unknown,0
32,tertiary,4761,yes,no,2,2,failure,0
33,secondary,-346,yes,yes,3,0,unknown,0
28,secondary,655,yes,no,2,0,unknown,0
66,tertiary,1048,yes,no,2,0,unknown,0
31,secondary,0,yes,no,2,0,unknown,0
35,primary,624,yes,no,1,0,unknown,0
47,unknown,1784,no,no,2,0,unknown,1
36,secondary,1281,no,no,2,0,unknown,0
32,tertiary,569,no,yes,1,0,unknown,0
34,primary,1666,yes,no,1,0,unknown,0
40,secondary,168,yes,no,2,1,failure,0
33,tertiary,263,no,no,2,0,unknown,0
39,secondary,-405,yes,no,1,0,unknown,0
38,secondary,279,yes,no,5,0,unknown,0
32,secondary,0,no,no,4,0,unknown,1
65,unknown,300,no,no,1,0,unknown,0
34,tertiary,415,no,no,1,0,unknown,0
34,primary,0,yes,yes,4,0,unknown,0
42,primary,1322,yes,yes,1,0,unknown,0
31,secondary,1062,yes,yes,1,0,unknown,0
47,secondary,302,yes,no,3,0,unknown,0
44,secondary,809,yes,no,4,0,unknown,0
38,secondary,-278,yes,no,2,0,unknown,0
28,tertiary,3238,yes,no,1,0,unknown,0
46,secondary,751,yes,no,2,0,unknown,0
51,primary,-28,no,yes,2,0,unknown,0
42,tertiary,0,no,no,2,0,unknown,0
37,secondary,2442,no,no,3,0,unknown,1
58,tertiary,1798,yes,no,8,0,unknown,0
43,secondary,132,no,no,1,3,success,1
36,tertiary,260,yes,no,1,0,unknown,0
34,secondary,7,yes,yes,2,2,other,0
31,tertiary,3283,no,no,1,1,failure,1
49,unknown,323,yes,no,2,0,unknown,0
54,tertiary,2960,yes,no,1,0,unknown,0
29,secondary,486,no,no,1,0,unknown,0
51,secondary,343,yes,no,2,0,unknown,0
40,secondary,507,yes,no,1,7,failure,0
35,tertiary,5958,yes,no,1,0,unknown,1
25,secondary,304,no,no,2,0,unknown,1
32,secondary,118,yes,no,1,0,unknown,1
30,secondary,123,no,yes,1,5,other,0
38,tertiary,76,yes,no,3,0,unknown,0
46,secondary,70,yes,no,2,0,unknown,1
43,primary,960,yes,yes,2,0,unknown,0
32,tertiary,2185,no,no,2,0,unknown,0
29,secondary,309,yes,no,3,0,unknown,0
56,secondary,2190,no,yes,2,1,failure,0
57,primary,0,no,no,8,0,unknown,0
38,secondary,3732,yes,no,2,0,unknown,0
51,primary,1550,no,no,5,0,unknown,0
35,tertiary,62,no,yes,1,0,unknown,0
37,primary,704,no,no,7,0,unknown,0
48,secondary,4415,yes,no,3,7,failure,1
30,secondary,4,yes,no,3,0,unknown,0
60,secondary,262,no,no,4,0,unknown,0
56,secondary,238,yes,no,1,0,unknown,0
45,primary,97,yes,no,3,0,unknown,0
38,secondary,410,no,no,6,0,unknown,0
20,secondary,1191,no,no,1,0,unknown,0
59,primary,-47,yes,no,4,0,unknown,0
34,tertiary,197,no,no,3,0,unknown,1
36,unknown,6,no,no,7,0,unknown,0
53,secondary,2398,yes,no,1,2,failure,1
51,tertiary,630,yes,no,1,0,unknown,0
58,secondary,235,no,no,4,0,unknown,0
48,primary,1910,yes,no,2,0,unknown,0
56,tertiary,3172,yes,no,1,0,unknown,0
51,primary,872,no,no,2,0,unknown,0
35,secondary,407,yes,no,6,0,unknown,0
40,secondary,100,yes,no,1,1,success,1
59,secondary,345,no,no,1,0,unknown,0
44,tertiary,2058,no,yes,1,0,unknown,0
49,primary,889,no,no,1,0,unknown,1
35,tertiary,0,yes,no,7,0,unknown,0
41,tertiary,51,no,no,8,0,unknown,0
55,primary,150,no,no,1,0,unknown,0
51,secondary,34,no,yes,1,0,unknown,0
27,secondary,795,no,no,3,0,unknown,0
57,primary,282,no,yes,12,0,unknown,0
51,tertiary,2139,no,no,2,0,unknown,0
38,tertiary,-469,yes,no,12,0,unknown,0
49,secondary,197,yes,no,1,2,failure,1
40,tertiary,825,yes,no,1,1,other,0
47,tertiary,3232,no,no,1,3,failure,0
48,secondary,1598,yes,no,1,0,unknown,0
47,tertiary,871,no,no,9,0,unknown,0
56,secondary,83,no,no,11,0,unknown,0
29,tertiary,1445,no,no,2,2,success,1
38,secondary,226,yes,no,3,0,unknown,1
32,tertiary,-55,yes,no,4,0,unknown,0
42,secondary,243,yes,no,5,0,unknown,0
30,primary,-336,no,no,6,0,unknown,0
26,tertiary,3672,yes,no,5,0,unknown,0
35,secondary,0,yes,no,1,5,success,1
35,secondary,251,yes,yes,3,0,unknown,0
35,tertiary,44,no,no,2,2,other,0
57,secondary,2887,no,no,10,0,unknown,1
29,secondary,1992,no,no,1,2,failure,0
32,secondary,2,no,no,2,0,unknown,0
45,secondary,1415,yes,no,1,0,unknown,0
51,tertiary,297,yes,no,4,1,failure,1
31,secondary,1094,yes,no,8,0,unknown,0
50,unknown,-84,yes,no,1,0,unknown,0
38,secondary,-1,yes,no,1,0,unknown,0
37,tertiary,347,yes,no,1,0,unknown,0
35,tertiary,1253,yes,no,2,0,unknown,0
37,unknown,4565,no,no,1,0,unknown,0
28,tertiary,781,no,no,6,0,unknown,0
38,tertiary,7124,no,no,6,0,unknown,0
43,secondary,17555,no,no,14,0,unknown,0
43,unknown,5172,yes,no,3,0,unknown,0
56,tertiary,15520,no,no,1,0,unknown,0
32,tertiary,13711,yes,no,1,3,success,0
58,tertiary,1533,no,no,2,0,unknown,0
47,tertiary,286,no,no,7,0,unknown,0
31,secondary,-219,yes,no,2,0,unknown,0
38,tertiary,0,yes,no,1,0,unknown,0
50,secondary,810,yes,no,14,0,unknown,0
32,secondary,300,no,no,2,0,unknown,0
37,secondary,1175,yes,no,1,2,failure,0
39,tertiary,0,yes,no,2,0,unknown,0
40,secondary,113,yes,no,1,0,unknown,0
41,secondary,641,yes,no,1,0,unknown,0
45,secondary,1477,yes,no,1,0,unknown,0
31,secondary,0,yes,no,2,0,unknown,0
54,primary,8,yes,no,1,0,unknown,0
39,secondary,399,yes,yes,2,0,unknown,0
56,secondary,-435,yes,yes,2,0,unknown,0
35,secondary,2830,no,no,12,0,unknown,0
34,secondary,15,no,no,7,0,unknown,0
31,secondary,125,no,no,2,0,unknown,0
38,tertiary,45,no,no,4,0,unknown,0
41,tertiary,13,no,no,2,0,unknown,0
44,tertiary,0,yes,no,1,0,unknown,0
49,secondary,579,yes,no,1,0,unknown,0
30,secondary,432,yes,no,3,0,unknown,0
31,secondary,1987,yes,no,2,0,unknown,0
34,secondary,857,yes,no,6,0,unknown,0
70,tertiary,15834,no,no,3,1,failure,0
45,tertiary,3370,no,no,3,0,unknown,0
31,tertiary,6290,no,no,2,0,unknown,0
57,secondary,808,no,no,3,0,unknown,0
40,unknown,4075,yes,no,3,0,unknown,0
28,secondary,373,yes,no,9,1,failure,0
44,secondary,-101,yes,no,1,0,unknown,0
49,secondary,3250,no,no,3,0,unknown,0
46,tertiary,1375,yes,no,3,0,unknown,0
34,tertiary,180,no,no,3,0,unknown,0
58,secondary,175,no,no,4,0,unknown,0
52,secondary,381,no,yes,12,0,unknown,0
27,secondary,2171,yes,no,1,1,other,0
