Status,Duration,History,Credit amount,Installment rate,Present residence,Age,Existing credits,Number people,label
A14,15.0,A33,950.0,4.0,3.0,33.0,2.0,1.0,0
A14,24.0,A31,1199.0,4.0,4.0,60.0,2.0,2.0,0
A14,12.0,A33,1082.0,4.0,4.0,48.0,2.0,2.0,0
A11,30.0,A30,2150.0,4.0,2.0,24.0,1.0,2.0,0
A11,36.0,A31,2820.0,4.0,4.0,27.0,2.0,2.0,0
A11,48.0,A30,3060.0,4.0,4.0,28.0,2.0,2.0,0
A14,18.0,A30,2600.0,4.0,4.0,65.0,2.0,2.0,0
A13,21.0,A33,5003.0,1.0,4.0,29.0,2.0,2.0,0
A11,60.0,A30,6288.0,4.0,4.0,42.0,1.0,2.0,0
A13,24.0,A32,2538.0,4.0,4.0,47.0,2.0,1.0,0
A13,9.0,A30,1478.0,4.0,2.0,22.0,1.0,2.0,0
A11,39.0,A31,4933.0,2.0,2.0,25.0,2.0,2.0,0
A13,18.0,A31,1530.0,3.0,2.0,32.0,2.0,2.0,0
A11,9.0,A34,1437.0,2.0,3.0,29.0,1.0,2.0,0
A14,15.0,A30,1275.0,4.0,2.0,24.0,1.0,2.0,0
A14,24.0,A30,1823.0,4.0,2.0,30.0,1.0,1.0,0
A14,9.0,A30,1422.0,3.0,2.0,27.0,1.0,2.0,0
A14,18.0,A30,1217.0,4.0,3.0,47.0,1.0,2.0,0
A14,36.0,A30,9271.0,2.0,1.0,24.0,1.0,2.0,0
A14,36.0,A32,2145.0,2.0,1.0,24.0,2.0,2.0,0
A14,36.0,A30,1842.0,4.0,4.0,34.0,1.0,2.0,0
A11,18.0,A32,4297.0,4.0,3.0,40.0,1.0,2.0,0
A14,6.0,A31,3384.0,1.0,4.0,44.0,1.0,2.0,0
A11,18.0,A31,1245.0,4.0,2.0,33.0,1.0,2.0,0
A13,15.0,A30,4623.0,3.0,2.0,40.0,1.0,2.0,0
A11,30.0,A31,8386.0,2.0,2.0,49.0,1.0,2.0,0
A14,24.0,A32,1024.0,4.0,4.0,48.0,1.0,2.0,0
A11,36.0,A30,14318.0,4.0,2.0,57.0,1.0,2.0,0
A11,6.0,A34,433.0,4.0,2.0,24.0,1.0,1.0,0
A14,12.0,A34,2149.0,4.0,1.0,29.0,1.0,2.0,0
A13,24.0,A30,2397.0,3.0,2.0,35.0,2.0,2.0,0
A11,6.0,A34,931.0,1.0,1.0,32.0,1.0,2.0,0
A11,15.0,A32,1512.0,3.0,3.0,61.0,2.0,2.0,0
A11,24.0,A33,4241.0,1.0,4.0,36.0,3.0,2.0,0
A11,24.0,A31,4736.0,2.0,4.0,25.0,1.0,2.0,0
A11,15.0,A33,1778.0,2.0,1.0,26.0,2.0,2.0,0
A12,15.0,A30,2327.0,2.0,3.0,25.0,1.0,2.0,0
A14,24.0,A34,6872.0,2.0,1.0,55.0,1.0,2.0,0
A14,12.0,A30,795.0,4.0,4.0,53.0,1.0,2.0,0
A12,30.0,A32,1908.0,4.0,4.0,66.0,1.0,2.0,0
A11,36.0,A33,1953.0,4.0,4.0,61.0,1.0,2.0,0
A12,18.0,A30,2864.0,2.0,1.0,34.0,1.0,1.0,0
A12,21.0,A31,2319.0,2.0,1.0,33.0,1.0,2.0,0
A14,24.0,A30,915.0,4.0,2.0,29.0,1.0,2.0,0
A12,24.0,A30,947.0,4.0,3.0,38.0,1.0,1.0,0
A14,24.0,A30,1381.0,4.0,2.0,35.0,1.0,2.0,0
A14,24.0,A30,1285.0,4.0,4.0,32.0,1.0,2.0,0
A14,24.0,A30,1371.0,4.0,4.0,25.0,1.0,2.0,0
A11,18.0,A30,1042.0,4.0,2.0,33.0,1.0,2.0,0
A14,12.0,A30,900.0,4.0,2.0,23.0,1.0,2.0,0
A14,24.0,A30,1207.0,4.0,4.0,24.0,1.0,2.0,0
A11,18.0,A33,2278.0,3.0,3.0,28.0,2.0,2.0,0
A14,60.0,A32,6836.0,3.0,4.0,63.0,2.0,2.0,0
A14,24.0,A30,3345.0,4.0,2.0,39.0,1.0,2.0,0
A14,6.0,A34,1198.0,4.0,4.0,35.0,1.0,2.0,0
A11,48.0,A30,15672.0,2.0,2.0,23.0,1.0,2.0,0
A14,60.0,A30,7297.0,4.0,4.0,36.0,1.0,2.0,0
A13,18.0,A30,1943.0,4.0,4.0,23.0,1.0,2.0,0
A14,18.0,A30,3190.0,2.0,2.0,24.0,1.0,2.0,0
A11,9.0,A34,5129.0,2.0,4.0,74.0,1.0,1.0,0
A13,18.0,A32,1808.0,4.0,1.0,22.0,1.0,2.0,0
A12,10.0,A30,1240.0,1.0,4.0,48.0,1.0,1.0,0
A14,12.0,A30,759.0,4.0,2.0,26.0,1.0,2.0,0
A11,8.0,A30,1237.0,3.0,4.0,24.0,1.0,2.0,0
A13,9.0,A30,1980.0,2.0,2.0,19.0,2.0,2.0,0
A11,48.0,A30,10961.0,1.0,2.0,27.0,2.0,2.0,0
A14,36.0,A32,6887.0,4.0,3.0,29.0,1.0,2.0,0
A14,24.0,A30,1938.0,4.0,3.0,32.0,1.0,2.0,0
A14,21.0,A30,1835.0,3.0,2.0,25.0,2.0,2.0,0
A14,24.0,A32,1659.0,4.0,2.0,29.0,1.0,2.0,0
A11,6.0,A32,1209.0,4.0,4.0,47.0,1.0,2.0,0
A11,48.0,A33,3844.0,4.0,4.0,34.0,1.0,1.0,0
A14,12.0,A31,4843.0,3.0,4.0,43.0,2.0,2.0,0
A11,12.0,A30,639.0,4.0,2.0,30.0,1.0,2.0,0
A11,48.0,A30,5951.0,2.0,2.0,22.0,1.0,2.0,0
A11,36.0,A33,3804.0,4.0,1.0,42.0,1.0,2.0,0
A13,36.0,A32,4463.0,4.0,2.0,26.0,2.0,2.0,0
A13,36.0,A32,7980.0,4.0,4.0,27.0,2.0,2.0,0
A12,36.0,A30,4210.0,4.0,2.0,26.0,1.0,2.0,0
A13,6.0,A30,4611.0,1.0,4.0,32.0,1.0,2.0,0
A11,24.0,A30,11560.0,1.0,4.0,23.0,2.0,2.0,0
A13,18.0,A33,4165.0,2.0,2.0,36.0,2.0,1.0,0
A11,24.0,A30,4057.0,3.0,3.0,43.0,1.0,2.0,0
A13,18.0,A34,6458.0,2.0,4.0,39.0,2.0,1.0,0
A13,12.0,A30,1386.0,2.0,2.0,26.0,1.0,2.0,0
A14,36.0,A30,1977.0,4.0,4.0,40.0,1.0,2.0,0
A11,18.0,A31,1928.0,2.0,2.0,31.0,2.0,2.0,0
A13,12.0,A30,1123.0,4.0,4.0,29.0,1.0,2.0,0
A11,24.0,A30,11328.0,2.0,3.0,29.0,2.0,2.0,0
A11,24.0,A31,11938.0,2.0,3.0,39.0,2.0,1.0,0
A11,27.0,A31,2520.0,4.0,2.0,23.0,2.0,2.0,0
A11,30.0,A32,1919.0,4.0,3.0,30.0,2.0,2.0,0
A11,60.0,A34,14782.0,3.0,4.0,60.0,2.0,2.0,0
A11,36.0,A30,2671.0,4.0,4.0,50.0,1.0,2.0,0
A11,36.0,A30,12612.0,1.0,4.0,47.0,1.0,1.0,0
A11,45.0,A30,3031.0,4.0,4.0,21.0,1.0,2.0,0
A14,12.0,A34,626.0,4.0,4.0,24.0,1.0,2.0,0
A11,24.0,A31,1935.0,4.0,4.0,31.0,2.0,2.0,0
A12,24.0,A31,1344.0,4.0,2.0,37.0,2.0,1.0,0
A13,18.0,A30,1533.0,4.0,1.0,43.0,1.0,1.0,0
A14,48.0,A30,3931.0,4.0,4.0,46.0,1.0,1.0,0
A14,24.0,A34,3349.0,4.0,4.0,30.0,1.0,1.0,0
A14,36.0,A30,2302.0,4.0,4.0,31.0,1.0,2.0,0
A14,42.0,A30,3965.0,4.0,3.0,34.0,1.0,2.0,0
A14,12.0,A30,727.0,4.0,3.0,33.0,1.0,2.0,0
A13,48.0,A30,3914.0,4.0,2.0,38.0,1.0,2.0,0
A14,48.0,A30,4308.0,3.0,4.0,24.0,1.0,2.0,0
A11,12.0,A30,1534.0,1.0,1.0,23.0,1.0,2.0,0
A13,18.0,A31,2775.0,2.0,2.0,31.0,2.0,2.0,0
A14,40.0,A31,5998.0,4.0,3.0,27.0,1.0,2.0,0
A12,15.0,A31,1271.0,3.0,4.0,39.0,2.0,2.0,0
A11,12.0,A30,1295.0,3.0,1.0,25.0,1.0,2.0,0
A11,36.0,A30,9398.0,1.0,4.0,28.0,1.0,2.0,0
A11,12.0,A30,951.0,4.0,4.0,27.0,4.0,2.0,0
A11,24.0,A30,1355.0,3.0,4.0,25.0,1.0,2.0,0
A14,48.0,A30,3051.0,3.0,4.0,54.0,1.0,2.0,0
A13,36.0,A31,7855.0,4.0,2.0,25.0,2.0,2.0,0
A13,18.0,A30,433.0,3.0,4.0,22.0,1.0,2.0,0
A13,36.0,A32,9572.0,1.0,1.0,28.0,2.0,2.0,0
A11,24.0,A34,1837.0,4.0,4.0,34.0,1.0,2.0,0
A11,30.0,A31,4249.0,4.0,2.0,28.0,2.0,2.0,0
A11,30.0,A31,5234.0,4.0,2.0,28.0,2.0,2.0,0
A14,48.0,A30,6758.0,3.0,2.0,31.0,1.0,2.0,0
A14,9.0,A30,1366.0,3.0,4.0,22.0,1.0,2.0,0
A14,24.0,A34,1358.0,4.0,3.0,40.0,1.0,2.0,0
A14,18.0,A30,2473.0,4.0,1.0,25.0,1.0,2.0,0
A12,9.0,A33,1337.0,4.0,2.0,34.0,2.0,2.0,0
A14,48.0,A30,7763.0,4.0,4.0,42.0,1.0,2.0,0
A11,15.0,A34,1264.0,2.0,2.0,25.0,1.0,2.0,0
A11,15.0,A30,2631.0,2.0,4.0,28.0,2.0,2.0,0
A11,48.0,A30,6560.0,3.0,2.0,24.0,1.0,2.0,0
A14,24.0,A30,3123.0,4.0,1.0,27.0,1.0,2.0,0
A14,36.0,A31,8065.0,3.0,2.0,25.0,2.0,2.0,0
A14,24.0,A30,2439.0,4.0,4.0,35.0,1.0,2.0,0
A11,36.0,A30,9034.0,4.0,1.0,29.0,1.0,2.0,0
A11,60.0,A30,14027.0,4.0,2.0,27.0,1.0,2.0,0
A14,36.0,A31,9629.0,4.0,4.0,24.0,2.0,2.0,0
A11,12.0,A30,1484.0,2.0,1.0,25.0,1.0,2.0,0
A14,18.0,A30,1131.0,4.0,2.0,33.0,1.0,2.0,0
A11,24.0,A32,2064.0,3.0,2.0,34.0,1.0,2.0,0
A11,18.0,A30,12976.0,3.0,4.0,38.0,1.0,2.0,0
A13,21.0,A32,2580.0,4.0,2.0,41.0,1.0,1.0,0
A13,27.0,A30,2570.0,3.0,3.0,21.0,1.0,2.0,0
A11,27.0,A30,3915.0,4.0,2.0,36.0,1.0,1.0,0
A13,10.0,A30,1309.0,4.0,4.0,27.0,1.0,2.0,0
A14,24.0,A30,4817.0,2.0,3.0,31.0,1.0,2.0,0
A14,12.0,A30,2579.0,4.0,1.0,33.0,1.0,1.0,0
A11,36.0,A32,2225.0,4.0,4.0,57.0,2.0,2.0,0
A14,18.0,A30,4153.0,2.0,3.0,42.0,1.0,2.0,0
A14,18.0,A33,3114.0,1.0,4.0,26.0,1.0,2.0,0
A14,18.0,A31,2124.0,4.0,4.0,24.0,2.0,2.0,0
A14,18.0,A34,1553.0,4.0,3.0,44.0,1.0,2.0,0
A14,30.0,A30,2406.0,4.0,4.0,23.0,1.0,2.0,0
A14,24.0,A32,1333.0,4.0,2.0,43.0,2.0,1.0,0
A14,48.0,A33,7119.0,3.0,4.0,53.0,2.0,1.0,0
A14,24.0,A32,4870.0,3.0,4.0,53.0,2.0,1.0,0
A14,12.0,A31,691.0,4.0,3.0,35.0,2.0,2.0,0
A14,42.0,A32,4370.0,3.0,2.0,26.0,2.0,1.0,0
A14,36.0,A34,2746.0,4.0,4.0,31.0,1.0,2.0,0
A14,24.0,A33,4110.0,3.0,4.0,23.0,2.0,1.0,0
A14,18.0,A30,2462.0,2.0,2.0,22.0,1.0,2.0,0
A14,12.0,A30,1282.0,2.0,4.0,20.0,1.0,2.0,0
A11,12.0,A33,2969.0,4.0,3.0,25.0,2.0,2.0,0
A14,48.0,A33,4605.0,3.0,4.0,24.0,2.0,1.0,0
A14,48.0,A31,6331.0,4.0,4.0,46.0,2.0,2.0,0
A14,24.0,A34,3552.0,3.0,4.0,27.0,1.0,2.0,0
A14,12.0,A34,697.0,4.0,2.0,46.0,2.0,2.0,0
A14,24.0,A30,1442.0,4.0,4.0,23.0,2.0,2.0,0
A14,27.0,A33,5293.0,2.0,4.0,50.0,2.0,2.0,0
A14,21.0,A32,3414.0,2.0,1.0,26.0,2.0,2.0,0
A14,18.0,A30,2039.0,1.0,4.0,20.0,1.0,2.0,0
A14,24.0,A34,3161.0,4.0,2.0,31.0,1.0,2.0,0
A14,12.0,A30,902.0,4.0,4.0,21.0,1.0,2.0,0
A14,48.0,A30,10297.0,4.0,4.0,39.0,3.0,1.0,0
A11,48.0,A33,14421.0,2.0,2.0,25.0,1.0,2.0,0
A11,18.0,A31,1056.0,3.0,3.0,30.0,2.0,2.0,0
A14,12.0,A30,1274.0,3.0,1.0,37.0,1.0,2.0,0
A11,12.0,A30,1223.0,1.0,1.0,46.0,2.0,2.0,0
A14,12.0,A30,1372.0,2.0,3.0,36.0,1.0,2.0,0
A14,16.0,A31,2625.0,2.0,4.0,43.0,1.0,2.0,0
A14,20.0,A31,2235.0,4.0,2.0,33.0,2.0,2.0,0
A11,9.0,A30,959.0,1.0,2.0,29.0,1.0,2.0,0
A11,18.0,A31,884.0,4.0,4.0,36.0,1.0,1.0,0
A11,24.0,A30,1246.0,4.0,2.0,23.0,1.0,2.0,0
A11,36.0,A32,8086.0,2.0,4.0,42.0,4.0,2.0,0
A13,48.0,A31,10127.0,2.0,2.0,44.0,1.0,2.0,0
A11,12.0,A30,888.0,4.0,4.0,41.0,1.0,1.0,0
A13,12.0,A30,719.0,4.0,4.0,41.0,1.0,1.0,0
A11,36.0,A30,12389.0,1.0,4.0,37.0,1.0,2.0,0
A14,12.0,A30,709.0,4.0,4.0,57.0,1.0,2.0,0
A11,15.0,A34,6850.0,1.0,2.0,34.0,1.0,1.0,0
A13,10.0,A30,2210.0,2.0,2.0,25.0,1.0,2.0,0
A13,30.0,A34,7485.0,4.0,1.0,53.0,1.0,2.0,0
A14,18.0,A34,1442.0,4.0,4.0,32.0,2.0,1.0,0
A13,12.0,A31,797.0,4.0,3.0,33.0,1.0,1.0,0
A11,45.0,A31,4746.0,4.0,2.0,24.0,2.0,2.0,0
A12,12.0,A31,939.0,4.0,2.0,28.0,3.0,2.0,0
A11,21.0,A30,1188.0,2.0,4.0,39.0,1.0,1.0,0
A13,48.0,A31,11590.0,2.0,4.0,24.0,2.0,2.0,0
A12,12.0,A34,609.0,4.0,1.0,26.0,1.0,2.0,0
A14,18.0,A31,1190.0,2.0,4.0,55.0,3.0,1.0,0
A11,21.0,A30,2767.0,4.0,2.0,61.0,2.0,2.0,0
A11,30.0,A30,3441.0,2.0,4.0,21.0,1.0,2.0,0
A11,30.0,A33,4280.0,4.0,4.0,26.0,2.0,2.0,0
A11,24.0,A30,3092.0,3.0,2.0,22.0,1.0,2.0,0
A13,18.0,A30,6761.0,2.0,4.0,68.0,2.0,2.0,0
A11,12.0,A30,1331.0,2.0,1.0,22.0,1.0,2.0,0
A11,54.0,A33,15945.0,3.0,4.0,58.0,1.0,2.0,0
A14,24.0,A30,3234.0,4.0,4.0,23.0,1.0,2.0,0
A11,15.0,A30,802.0,4.0,3.0,37.0,1.0,1.0,0
A11,48.0,A30,9960.0,1.0,2.0,26.0,1.0,2.0,0
A13,24.0,A32,8648.0,2.0,2.0,27.0,2.0,2.0,0
A14,18.0,A30,1345.0,4.0,3.0,26.0,1.0,2.0,0
A14,45.0,A30,1845.0,4.0,4.0,23.0,1.0,2.0,0
A14,21.0,A34,1647.0,4.0,2.0,40.0,2.0,1.0,0
A13,48.0,A30,4844.0,3.0,2.0,33.0,1.0,2.0,0
A11,27.0,A33,8318.0,2.0,4.0,42.0,2.0,2.0,0
A12,18.0,A30,2100.0,4.0,2.0,37.0,1.0,2.0,0
A14,45.0,A33,11816.0,2.0,4.0,29.0,2.0,2.0,0
A14,6.0,A30,448.0,4.0,4.0,23.0,1.0,2.0,0
A14,30.0,A30,11998.0,1.0,1.0,34.0,1.0,2.0,0
A11,48.0,A33,18424.0,1.0,2.0,32.0,1.0,2.0,0
A14,6.0,A30,14896.0,1.0,4.0,68.0,1.0,2.0,0
A11,12.0,A30,2762.0,1.0,2.0,25.0,1.0,2.0,0
A14,12.0,A30,3386.0,3.0,4.0,35.0,1.0,2.0,0
A11,24.0,A30,2039.0,1.0,1.0,22.0,1.0,2.0,0
A13,18.0,A32,2169.0,4.0,2.0,28.0,1.0,2.0,0
A11,48.0,A31,5096.0,2.0,3.0,30.0,1.0,2.0,0
A14,18.0,A30,1882.0,4.0,4.0,25.0,2.0,2.0,0
A14,48.0,A30,6999.0,1.0,1.0,34.0,2.0,2.0,0
A13,12.0,A31,2292.0,4.0,2.0,42.0,2.0,2.0,0
A14,14.0,A30,8978.0,1.0,4.0,45.0,1.0,2.0,0
A14,12.0,A30,674.0,4.0,1.0,20.0,1.0,2.0,0
A14,18.0,A30,976.0,1.0,2.0,23.0,1.0,2.0,0
A11,24.0,A30,2718.0,3.0,4.0,20.0,1.0,2.0,0
A14,18.0,A30,750.0,4.0,1.0,27.0,1.0,2.0,0
A11,24.0,A30,12579.0,4.0,2.0,44.0,1.0,2.0,0
A14,18.0,A30,7511.0,1.0,4.0,51.0,1.0,1.0,0
A14,18.0,A31,3966.0,1.0,4.0,33.0,3.0,2.0,0
A14,12.0,A33,6199.0,4.0,2.0,28.0,2.0,2.0,0
A14,24.0,A30,1987.0,2.0,4.0,21.0,1.0,1.0,0
A14,24.0,A30,2303.0,4.0,1.0,45.0,1.0,2.0,0
A13,21.0,A31,12680.0,4.0,4.0,30.0,1.0,2.0,0
A11,12.0,A30,6468.0,2.0,1.0,52.0,1.0,2.0,0
A14,30.0,A30,6350.0,4.0,4.0,31.0,1.0,2.0,0
