Status,Duration,History,Credit amount,Installment rate,Present residence,Age,Existing credits,Number people,label
A11,24.0,A32,1285.0,4.0,4.0,32.0,1.0,1.0,0
A13,6.0,A34,1299.0,1.0,1.0,74.0,3.0,2.0,1
A13,15.0,A34,1271.0,3.0,4.0,39.0,2.0,1.0,0
A14,24.0,A32,1393.0,2.0,2.0,31.0,1.0,1.0,1
A11,12.0,A34,691.0,4.0,3.0,35.0,2.0,1.0,0
A14,15.0,A34,5045.0,1.0,4.0,59.0,1.0,1.0,1
A11,18.0,A34,2124.0,4.0,4.0,24.0,2.0,1.0,0
A11,12.0,A32,2214.0,4.0,3.0,24.0,1.0,1.0,1
A14,21.0,A34,12680.0,4.0,4.0,30.0,1.0,1.0,0
A14,24.0,A34,2463.0,4.0,3.0,27.0,2.0,1.0,1
A12,12.0,A32,1155.0,3.0,3.0,40.0,2.0,1.0,1
A11,30.0,A32,3108.0,2.0,4.0,31.0,1.0,1.0,0
A14,10.0,A32,2901.0,1.0,4.0,31.0,1.0,1.0,1
A12,12.0,A34,3617.0,1.0,4.0,28.0,3.0,1.0,1
A14,12.0,A34,1655.0,2.0,4.0,63.0,2.0,1.0,1
A11,24.0,A32,2812.0,2.0,4.0,26.0,1.0,1.0,1
A11,36.0,A34,8065.0,3.0,2.0,25.0,2.0,1.0,0
A14,21.0,A34,3275.0,1.0,4.0,36.0,1.0,1.0,1
A14,24.0,A34,2223.0,4.0,4.0,52.0,2.0,1.0,1
A13,12.0,A34,1480.0,2.0,4.0,66.0,3.0,1.0,1
A11,24.0,A32,1371.0,4.0,4.0,25.0,1.0,1.0,0
A14,36.0,A34,3535.0,4.0,4.0,37.0,2.0,1.0,1
A11,18.0,A32,3509.0,4.0,1.0,25.0,1.0,1.0,1
A14,36.0,A34,5711.0,4.0,2.0,38.0,2.0,1.0,1
A12,18.0,A32,3872.0,2.0,4.0,67.0,1.0,1.0,1
A12,39.0,A34,4933.0,2.0,2.0,25.0,2.0,1.0,0
A14,24.0,A34,1940.0,4.0,4.0,60.0,1.0,1.0,1
A12,12.0,A30,1410.0,2.0,2.0,31.0,1.0,1.0,1
A12,12.0,A32,836.0,4.0,2.0,23.0,1.0,1.0,0
A12,20.0,A32,6468.0,1.0,4.0,60.0,1.0,1.0,1
A12,18.0,A32,1941.0,4.0,2.0,35.0,1.0,1.0,1
A14,22.0,A32,2675.0,3.0,4.0,40.0,1.0,1.0,1
A14,48.0,A34,2751.0,4.0,3.0,38.0,2.0,2.0,1
A12,48.0,A33,6224.0,4.0,4.0,50.0,1.0,1.0,0
A11,40.0,A34,5998.0,4.0,3.0,27.0,1.0,1.0,0
A12,21.0,A32,1188.0,2.0,4.0,39.0,1.0,2.0,0
A14,24.0,A32,6313.0,3.0,4.0,41.0,1.0,2.0,1
A14,6.0,A34,1221.0,1.0,2.0,27.0,2.0,1.0,1
A13,24.0,A32,2892.0,3.0,4.0,51.0,1.0,1.0,1
A14,24.0,A32,3062.0,4.0,3.0,32.0,1.0,1.0,1
A14,9.0,A32,2301.0,2.0,4.0,22.0,1.0,1.0,1
A11,18.0,A32,7511.0,1.0,4.0,51.0,1.0,2.0,0
A14,12.0,A34,1258.0,2.0,4.0,22.0,2.0,1.0,1
A14,24.0,A33,717.0,4.0,4.0,54.0,2.0,1.0,1
A12,9.0,A32,1549.0,4.0,2.0,35.0,1.0,1.0,1
A14,24.0,A34,1597.0,4.0,4.0,54.0,2.0,2.0,1
A12,18.0,A34,1795.0,3.0,4.0,48.0,2.0,1.0,1
A11,20.0,A34,4272.0,1.0,4.0,24.0,2.0,1.0,1
A14,12.0,A34,976.0,4.0,4.0,35.0,2.0,1.0,1
A12,12.0,A32,7472.0,1.0,2.0,24.0,1.0,1.0,1
A11,36.0,A32,9271.0,2.0,1.0,24.0,1.0,1.0,0
A12,6.0,A32,590.0,3.0,3.0,26.0,1.0,1.0,1
A14,12.0,A34,930.0,4.0,4.0,65.0,4.0,1.0,1
A12,42.0,A31,9283.0,1.0,2.0,55.0,1.0,1.0,1
A12,15.0,A30,1778.0,2.0,1.0,26.0,2.0,1.0,0
A12,8.0,A32,907.0,3.0,2.0,26.0,1.0,1.0,1
A12,6.0,A32,484.0,3.0,3.0,28.0,1.0,1.0,1
A11,36.0,A34,9629.0,4.0,4.0,24.0,2.0,1.0,0
A11,48.0,A32,3051.0,3.0,4.0,54.0,1.0,1.0,0
A11,48.0,A32,3931.0,4.0,4.0,46.0,1.0,2.0,0
A12,36.0,A33,7432.0,2.0,2.0,54.0,1.0,1.0,1
A14,6.0,A32,1338.0,1.0,4.0,62.0,1.0,1.0,1
A14,6.0,A34,1554.0,1.0,2.0,24.0,2.0,1.0,1
A11,36.0,A32,15857.0,2.0,3.0,43.0,1.0,1.0,1
A11,18.0,A32,1345.0,4.0,3.0,26.0,1.0,1.0,0
A14,12.0,A32,1101.0,3.0,2.0,27.0,2.0,1.0,1
A13,12.0,A32,3016.0,3.0,1.0,24.0,1.0,1.0,1
A11,36.0,A32,2712.0,2.0,2.0,41.0,1.0,2.0,0
A11,8.0,A34,731.0,4.0,4.0,47.0,2.0,1.0,1
A14,18.0,A34,3780.0,3.0,2.0,35.0,2.0,1.0,1
A11,21.0,A34,1602.0,4.0,3.0,30.0,2.0,1.0,1
A11,18.0,A34,3966.0,1.0,4.0,33.0,3.0,1.0,0
A14,18.0,A30,4165.0,2.0,2.0,36.0,2.0,2.0,0
A11,36.0,A32,8335.0,3.0,4.0,47.0,1.0,1.0,0
A12,48.0,A33,6681.0,4.0,4.0,38.0,1.0,2.0,1
A14,24.0,A33,2375.0,4.0,2.0,44.0,2.0,2.0,1
A11,18.0,A32,1216.0,4.0,3.0,23.0,1.0,1.0,0
A11,45.0,A30,11816.0,2.0,4.0,29.0,2.0,1.0,0
A12,24.0,A32,5084.0,2.0,4.0,42.0,1.0,1.0,1
A13,15.0,A32,2327.0,2.0,3.0,25.0,1.0,1.0,0
A11,12.0,A30,1082.0,4.0,4.0,48.0,2.0,1.0,0
A14,12.0,A32,886.0,4.0,2.0,21.0,1.0,1.0,1
A14,4.0,A32,601.0,1.0,3.0,23.0,1.0,2.0,1
A11,24.0,A34,2957.0,4.0,4.0,63.0,2.0,1.0,1
A14,24.0,A34,2611.0,4.0,3.0,46.0,2.0,1.0,1
A11,36.0,A32,5179.0,4.0,2.0,29.0,1.0,1.0,0
A14,21.0,A33,2993.0,3.0,2.0,28.0,2.0,1.0,1
A14,18.0,A32,1943.0,4.0,4.0,23.0,1.0,1.0,0
A14,24.0,A31,1559.0,4.0,4.0,50.0,1.0,1.0,1
A14,18.0,A32,3422.0,4.0,4.0,47.0,3.0,2.0,1
A12,21.0,A32,3976.0,2.0,3.0,35.0,1.0,1.0,1
A14,18.0,A32,6761.0,2.0,4.0,68.0,2.0,1.0,0
A14,24.0,A32,1249.0,4.0,2.0,28.0,1.0,1.0,1
A11,9.0,A32,1364.0,3.0,4.0,59.0,1.0,1.0,1
A11,12.0,A32,709.0,4.0,4.0,57.0,1.0,1.0,0
A11,20.0,A34,2235.0,4.0,2.0,33.0,2.0,1.0,0
A14,24.0,A34,4042.0,3.0,4.0,43.0,2.0,1.0,1
A14,15.0,A34,1471.0,4.0,4.0,35.0,2.0,1.0,1
A11,18.0,A31,1442.0,4.0,4.0,32.0,2.0,2.0,0
A14,36.0,A33,10875.0,2.0,2.0,45.0,2.0,2.0,1
A14,24.0,A32,1474.0,4.0,3.0,33.0,1.0,1.0,1
A14,10.0,A32,894.0,4.0,3.0,40.0,1.0,1.0,1
A14,15.0,A34,3343.0,4.0,2.0,28.0,1.0,1.0,1
A11,15.0,A32,3959.0,3.0,2.0,29.0,1.0,1.0,0
A14,9.0,A32,3577.0,1.0,2.0,26.0,1.0,2.0,1
A14,24.0,A34,5804.0,4.0,2.0,27.0,2.0,1.0,1
A14,18.0,A33,2169.0,4.0,2.0,28.0,1.0,1.0,0
A11,24.0,A32,2439.0,4.0,4.0,35.0,1.0,1.0,0
A14,27.0,A34,4526.0,4.0,2.0,32.0,2.0,2.0,1
A14,10.0,A32,2210.0,2.0,2.0,25.0,1.0,1.0,0
A14,15.0,A32,2221.0,2.0,4.0,20.0,1.0,1.0,1
A11,18.0,A32,2389.0,4.0,1.0,27.0,1.0,1.0,1
A14,12.0,A34,3331.0,2.0,4.0,42.0,1.0,1.0,1
A14,36.0,A32,7409.0,3.0,2.0,37.0,2.0,1.0,1
A11,12.0,A32,652.0,4.0,4.0,24.0,1.0,1.0,1
A14,36.0,A33,7678.0,2.0,4.0,40.0,2.0,1.0,1
A13,6.0,A34,1343.0,1.0,4.0,46.0,2.0,2.0,1
A11,24.0,A34,1382.0,4.0,1.0,26.0,2.0,1.0,1
A14,15.0,A32,874.0,4.0,1.0,24.0,1.0,1.0,1
A11,12.0,A32,3590.0,2.0,2.0,29.0,1.0,2.0,1
A12,11.0,A34,1322.0,4.0,4.0,40.0,2.0,1.0,1
A11,18.0,A31,1940.0,3.0,4.0,36.0,1.0,1.0,1
A14,36.0,A32,3595.0,4.0,2.0,28.0,1.0,1.0,1
A11,9.0,A32,1422.0,3.0,2.0,27.0,1.0,1.0,0
A14,30.0,A34,6742.0,2.0,3.0,36.0,2.0,1.0,1
A14,24.0,A32,7814.0,3.0,3.0,38.0,1.0,1.0,1
A14,24.0,A32,9277.0,2.0,4.0,48.0,1.0,1.0,1
A12,30.0,A34,2181.0,4.0,4.0,36.0,2.0,1.0,1
A14,18.0,A34,1098.0,4.0,4.0,65.0,2.0,1.0,1
A12,24.0,A32,4057.0,3.0,3.0,43.0,1.0,1.0,0
A11,12.0,A32,795.0,4.0,4.0,53.0,1.0,1.0,0
A12,24.0,A34,2825.0,4.0,3.0,34.0,2.0,2.0,1
A12,48.0,A32,15672.0,2.0,2.0,23.0,1.0,1.0,0
A14,36.0,A34,6614.0,4.0,4.0,34.0,2.0,1.0,1
A14,28.0,A31,7824.0,3.0,4.0,40.0,2.0,2.0,1
A11,27.0,A34,2442.0,4.0,4.0,43.0,4.0,2.0,1
A14,15.0,A34,1829.0,4.0,4.0,46.0,2.0,1.0,1
A11,12.0,A34,2171.0,4.0,4.0,38.0,2.0,1.0,1
A12,36.0,A34,5800.0,3.0,4.0,34.0,2.0,1.0,1
A14,18.0,A34,1169.0,4.0,3.0,29.0,2.0,1.0,1
A14,36.0,A33,8947.0,3.0,2.0,31.0,1.0,2.0,1
A11,21.0,A32,2606.0,4.0,4.0,28.0,1.0,1.0,1
A14,12.0,A34,1592.0,3.0,2.0,35.0,1.0,1.0,1
A14,15.0,A32,2186.0,1.0,4.0,33.0,1.0,1.0,1
A11,18.0,A32,4153.0,2.0,3.0,42.0,1.0,1.0,0
A11,16.0,A34,2625.0,2.0,4.0,43.0,1.0,1.0,0
A14,20.0,A34,3485.0,2.0,4.0,44.0,2.0,1.0,1
A14,36.0,A34,10477.0,2.0,4.0,42.0,2.0,1.0,1
A14,15.0,A32,1386.0,4.0,2.0,40.0,1.0,1.0,1
A14,24.0,A32,1278.0,4.0,1.0,36.0,1.0,1.0,1
A11,12.0,A32,1107.0,2.0,2.0,20.0,1.0,2.0,1
A11,21.0,A32,3763.0,2.0,2.0,24.0,1.0,1.0,1
A12,36.0,A32,3711.0,2.0,2.0,27.0,1.0,1.0,1
A14,15.0,A33,3594.0,1.0,2.0,46.0,2.0,1.0,1
A12,9.0,A32,3195.0,1.0,2.0,33.0,1.0,1.0,1
A14,36.0,A33,4454.0,4.0,4.0,34.0,2.0,1.0,1
A12,24.0,A34,4736.0,2.0,4.0,25.0,1.0,1.0,0
A12,30.0,A32,2991.0,2.0,4.0,25.0,1.0,1.0,1
A14,11.0,A32,2142.0,1.0,2.0,28.0,1.0,1.0,1
A11,24.0,A31,3161.0,4.0,2.0,31.0,1.0,1.0,0
A12,48.0,A30,18424.0,1.0,2.0,32.0,1.0,1.0,0
A14,10.0,A32,2848.0,1.0,2.0,32.0,1.0,2.0,1
A11,6.0,A32,14896.0,1.0,4.0,68.0,1.0,1.0,0
A11,24.0,A32,2359.0,1.0,1.0,33.0,1.0,1.0,0
A11,24.0,A32,3345.0,4.0,2.0,39.0,1.0,1.0,0
A14,18.0,A34,1817.0,4.0,2.0,28.0,2.0,1.0,1
A14,48.0,A33,12749.0,4.0,1.0,37.0,1.0,1.0,1
A11,9.0,A32,1366.0,3.0,4.0,22.0,1.0,1.0,0
A12,12.0,A32,2002.0,3.0,4.0,30.0,1.0,2.0,1
A11,24.0,A31,6872.0,2.0,1.0,55.0,1.0,1.0,0
A11,12.0,A31,697.0,4.0,2.0,46.0,2.0,1.0,0
A11,18.0,A34,1049.0,4.0,4.0,21.0,1.0,1.0,1
A11,48.0,A32,10297.0,4.0,4.0,39.0,3.0,2.0,0
A14,30.0,A32,1867.0,4.0,4.0,58.0,1.0,1.0,1
A11,12.0,A33,1344.0,4.0,2.0,43.0,2.0,2.0,1
A11,24.0,A32,1747.0,4.0,1.0,24.0,1.0,1.0,1
A12,9.0,A32,1670.0,4.0,2.0,22.0,1.0,1.0,0
A14,9.0,A34,1224.0,3.0,1.0,30.0,2.0,1.0,1
A14,12.0,A34,522.0,4.0,4.0,42.0,2.0,2.0,1
A11,12.0,A32,1498.0,4.0,1.0,23.0,1.0,1.0,1
A12,30.0,A33,1919.0,4.0,3.0,30.0,2.0,1.0,0
A13,9.0,A32,745.0,3.0,2.0,28.0,1.0,1.0,0
A12,6.0,A32,2063.0,4.0,3.0,30.0,1.0,1.0,1
A12,60.0,A32,6288.0,4.0,4.0,42.0,1.0,1.0,0
A14,24.0,A34,6842.0,2.0,4.0,46.0,2.0,2.0,1
A14,12.0,A32,3527.0,2.0,3.0,45.0,1.0,2.0,1
A14,10.0,A32,1546.0,3.0,2.0,31.0,1.0,2.0,1
A14,24.0,A32,929.0,4.0,2.0,31.0,1.0,1.0,1
A14,4.0,A34,1455.0,2.0,1.0,42.0,3.0,2.0,1
A11,15.0,A32,1845.0,4.0,1.0,46.0,1.0,1.0,1
A12,48.0,A30,8358.0,1.0,1.0,30.0,2.0,1.0,1
A11,24.0,A31,3349.0,4.0,4.0,30.0,1.0,2.0,0
A14,12.0,A32,2859.0,4.0,4.0,38.0,1.0,1.0,1
A14,18.0,A32,1533.0,4.0,1.0,43.0,1.0,2.0,0
A14,24.0,A32,3621.0,2.0,4.0,31.0,2.0,1.0,0
A12,18.0,A34,3590.0,3.0,3.0,40.0,3.0,2.0,1
A11,36.0,A33,2145.0,2.0,1.0,24.0,2.0,1.0,0
A12,24.0,A32,4113.0,3.0,4.0,28.0,1.0,1.0,0
A14,36.0,A32,10974.0,4.0,2.0,26.0,2.0,1.0,0
A11,12.0,A32,1893.0,4.0,4.0,29.0,1.0,1.0,1
A11,24.0,A34,1231.0,4.0,4.0,57.0,2.0,1.0,1
A13,30.0,A34,3656.0,4.0,4.0,49.0,2.0,1.0,1
A12,9.0,A34,1154.0,2.0,4.0,37.0,3.0,1.0,1
A11,28.0,A32,4006.0,3.0,2.0,45.0,1.0,1.0,0
A12,24.0,A32,3069.0,4.0,4.0,30.0,1.0,1.0,1
A14,6.0,A34,1740.0,2.0,2.0,30.0,2.0,1.0,1
A12,21.0,A33,2353.0,1.0,4.0,47.0,2.0,1.0,1
A14,15.0,A32,3556.0,3.0,2.0,29.0,1.0,1.0,1
A14,24.0,A32,2397.0,3.0,2.0,35.0,2.0,1.0,0
A12,6.0,A32,454.0,3.0,1.0,22.0,1.0,1.0,1
A12,30.0,A32,1715.0,4.0,1.0,26.0,1.0,1.0,1
A12,27.0,A34,2520.0,4.0,2.0,23.0,2.0,1.0,0
A14,15.0,A32,3568.0,4.0,2.0,54.0,1.0,1.0,1
A14,42.0,A32,7166.0,2.0,4.0,29.0,1.0,1.0,1
A11,11.0,A34,3939.0,1.0,2.0,40.0,2.0,2.0,1
A12,15.0,A32,1514.0,4.0,2.0,22.0,1.0,1.0,1
A14,24.0,A32,7393.0,1.0,4.0,43.0,1.0,2.0,1
A11,24.0,A31,1193.0,1.0,4.0,29.0,2.0,1.0,0
A11,60.0,A32,7297.0,4.0,4.0,36.0,1.0,1.0,0
A14,30.0,A34,2831.0,4.0,2.0,33.0,1.0,1.0,1
A13,24.0,A32,1258.0,3.0,3.0,57.0,1.0,1.0,1
A12,6.0,A32,753.0,2.0,3.0,64.0,1.0,1.0,1
A12,18.0,A33,2427.0,4.0,2.0,42.0,2.0,1.0,1
A14,24.0,A33,2538.0,4.0,4.0,47.0,2.0,2.0,0
A12,15.0,A31,1264.0,2.0,2.0,25.0,1.0,1.0,0
A12,30.0,A34,8386.0,2.0,2.0,49.0,1.0,1.0,0
A14,48.0,A32,4844.0,3.0,2.0,33.0,1.0,1.0,0
A13,21.0,A32,2923.0,1.0,1.0,28.0,1.0,1.0,1
A11,36.0,A32,8229.0,2.0,2.0,26.0,1.0,2.0,0
A14,24.0,A34,2028.0,2.0,2.0,30.0,2.0,1.0,1
A11,15.0,A34,1433.0,4.0,3.0,25.0,2.0,1.0,1
A13,42.0,A30,6289.0,2.0,1.0,33.0,2.0,1.0,1
A14,13.0,A32,1409.0,2.0,4.0,64.0,1.0,1.0,1
A11,24.0,A32,6579.0,4.0,2.0,29.0,1.0,1.0,1
A12,24.0,A34,1743.0,4.0,2.0,48.0,2.0,1.0,1
A14,12.0,A34,3565.0,2.0,1.0,37.0,2.0,2.0,1
A14,15.0,A31,1569.0,4.0,4.0,34.0,1.0,2.0,1
A11,18.0,A32,1936.0,2.0,4.0,23.0,2.0,1.0,1
A11,36.0,A32,3959.0,4.0,3.0,30.0,1.0,1.0,1
A14,12.0,A32,2390.0,4.0,3.0,50.0,1.0,1.0,1
A14,12.0,A32,1736.0,3.0,4.0,31.0,1.0,1.0,1
A11,30.0,A32,3857.0,4.0,4.0,40.0,1.0,1.0,1
A14,12.0,A32,804.0,4.0,4.0,38.0,1.0,1.0,1
A11,45.0,A32,1845.0,4.0,4.0,23.0,1.0,1.0,0
A12,45.0,A34,4576.0,3.0,4.0,27.0,1.0,1.0,1
